#,이름,종목,시가총액,가격,유통 공급량,24시간 거래량,1시간 변동률,24시간 변동률,7일 변동률
1000,Mao Zedong,MAO,222.72 백만,35.32,6.31 백만,583.43 천,-0.54%,-4.21%,-5.29%
1001,Narrative,NRVE,222.25 백만,4.74,46.93 백만*,4.61 백만,-0.31%,-26.47%,-42.07%
1002,Gold Poker,GPKR,220.56 백만,124.25,1.78 백만*,30.02 백만,8.44%,10.50%,26.94%
1003,EXMR,EXMR,219.76 백만,18.40,11.95 백만*,6.55 백만,-2.11%,7.93%,-18.66%
1004,IONChain,IONC,217.78 백만,2.18,99.98 백만*,139.35 백만,-0.21%,3.47%,-5.63%
1005,BlitzPredict,XBP,217.55 백만,0.618371,351.81 백만*,8.43 백만,-0.28%,-5.72%,2.83%
1006,GCN Coin,GCN,216.70 백만,0.001332,162.64 십억,957.32 천,0.07%,-4.03%,-21.56%
1007,DaTa eXchange,DTX,215.90 백만,9.77,22.10 백만*,26.81 백만,0.01%,-2.18%,-21.51%
1008,EZToken,EZT,212.13 백만,18.44,11.51 백만*,4.93 백만,-0.33%,-3.25%,-18.39%
1009,Elysian,ELY,207.97 백만,2.54,82.01 백만*,164.29 백만,6.57%,23.70%,17.05%
1010,BitRewards,BIT,206.54 백만,0.610891,338.09 백만*,33.02 백만,-0.56%,-2.75%,-2.09%
1011,Octoin Coin,OCC,205.11 백만,504.42,406.63 천*,1.26 십억,-0.24%,5.36%,-3.31%
1012,Condensate,RAIN,204.35 백만,0.472567,432.43 백만,1.13 백만,-0.34%,-19.84%,-37.17%
1013,ZINC,ZINC,203.31 백만,46.06,4.41 백만*,969.14 천,-0.35%,-4.37%,-4.69%
1014,Origin Sport,ORS,201.85 백만,3.59,56.24 백만*,712.59 백만,0.74%,-0.32%,-11.72%
1015,PutinCoin,PUT,199.70 백만,0.332171,601.21 백만,5.74 백만,3.53%,-0.78%,0.37%
1016,ACE (TokenStars),ACE,196.80 백만,16.85,11.68 백만*,70.65 백만,-0.17%,-15.05%,-35.86%
1017,XDNA,XDNA,195.84 백만,61.47,3.19 백만,1.45 백만,3.03%,1.90%,-5.98%
1018,Bitcoin Token,BTK,193.26 백만,0.019958,9.68 십억*,35.18 백만,0.77%,-2.36%,-3.49%
1019,Zetacoin,ZET,192.85 백만,1.14,168.99 백만,14.89 백만,-3.00%,-5.74%,6.59%
1020,808Coin,808,189.95 백만,0.000173,1.10 조,966.53 천,1.95%,-0.35%,-19.96%
1021,SportyCo,SPF,189.84 백만,3.57,53.19 백만*,38.98 백만,-0.11%,-6.63%,-31.88%
1022,0xcert,ZXC,185.67 백만,1.61,115.00 백만*,141.56 백만,-2.17%,-6.57%,-19.33%
1023,CyberFM,CYFM,182.51 백만,0.003565,51.20 십억*,15.07 백만,-0.63%,-19.58%,-36.96%
1024,CFun,CFUN,182.02 백만,0.423869,429.43 백만*,31.72 백만,2.44%,-0.68%,-7.18%
1025,Italian Lira,ITL,180.56 백만,0.032609,5.54 십억*,24.93 백만,-0.29%,-10.11%,28.49%
1026,No BS Crypto,NOBS,180.11 백만,0.153245,1.18 십억*,241.42 백만,0.20%,1.42%,-2.37%
1027,Castle,CSTL,180.03 백만,15.83,11.37 백만,18.99 백만,1.06%,-9.98%,-25.50%
1028,ModulTrade,MTRC,175.29 백만,4.83,36.32 백만*,42.37 백만,-0.33%,-19.55%,-24.52%
1029,PlatinumBAR,XPTX,174.61 백만,85.33,2.05 백만,1.80 백만,17.64%,-4.61%,33.05%
1030,Aigang,AIX,174.06 백만,7.82,22.25 백만*,16.35 백만,-0.38%,2.99%,-2.46%
1031,Xchange,XCG,173.92 백만,31.16,5.58 백만,5.37 백만,-0.36%,-11.14%,-5.07%
1032,Aegeus,AEG,171.76 백만,6.66,25.81 백만*,1.23 백만,-2.17%,-1.38%,41.01%
1033,X-Cash,XCASH,169.20 백만,0.007913,21.38 십억,1.50 백만,-0.87%,-5.99%,3.09%
1034,Coinlancer,CL,168.92 백만,2.39,70.67 백만*,1.40 백만,1.22%,-11.09%,-7.24%
1035,CampusCoin,CMPCO,166.90 백만,0.327290,509.96 백만,960.62 천,-0.30%,-2.76%,-14.08%
1036,Engagement Token,ENGT,166.38 백만,0.400664,415.26 백만*,23.51 백만,-0.57%,-2.52%,-13.48%
1037,Webcoin,WEB,164.23 백만,4.91,33.47 백만*,512.19 백만,-0.07%,-9.42%,-18.08%
1038,Pigeoncoin,PGN,163.72 백만,0.108685,1.51 십억,1.36 백만,-0.36%,-3.03%,-8.02%
1039,FundRequest,FND,163.15 백만,3.47,47.07 백만*,6.44 백만,-3.06%,-3.51%,-25.02%
1040,Teloscoin,TELOS,162.01 백만,4.29,37.80 백만,679.80 천,-4.29%,6.05%,-53.38%
1041,Cazcoin,CAZ,161.44 백만,4.24,38.09 백만*,15.01 백만,-20.09%,-23.01%,-36.45%
1042,MMOCoin,MMO,161.10 백만,3.66,43.99 백만,1.66 백만,4.85%,-18.66%,-35.76%
1043,Hurify,HUR,159.86 백만,0.800796,199.63 백만*,8.61 백만,-0.34%,-1.66%,-12.09%
1044,EUNOMIA,ENTS,158.25 백만,0.009622,16.45 십억*,7.13 백만,-0.24%,-17.34%,-7.23%
1045,Iungo,ING,156.47 백만,3.91,40.00 백만*,88.97 백만,-2.07%,-6.44%,-33.45%
1046,GoHelpFund,HELP,154.05 백만,48.97,3.15 백만*,7.63 백만,-0.29%,-6.09%,-27.18%
1047,BitWhite,BTW,153.32 백만,4.22,36.33 백만,217.24 백만,-0.04%,-3.01%,-29.81%
1048,Actinium,ACM,153.20 백만,23.05,6.65 백만,2.89 백만,-0.27%,-16.69%,-34.32%
1049,bitEUR,BITEUR,152.03 백만,1411.52,107.71 천 *,1.05 백만,-0.34%,-0.67%,-6.17%
1050,Provoco Token,VOCO,152.00 백만,1.03,148.18 백만*,121.85 백만,-1.24%,-0.24%,-38.04%
1051,Absolute,ABS,150.42 백만,18.80,8.00 백만,2.47 백만,-1.94%,-5.65%,16.52%
1052,Aditus,ADI,150.36 백만,0.642239,234.11 백만*,41.36 백만,-0.39%,-2.67%,-11.30%
1053,Amon,AMN,149.43 백만,0.396695,376.68 백만*,725.36 천,2.28%,-5.95%,-7.90%
1054,Sharechain,SSS,146.96 백만,0.057765,2.54 십억*,832.11 천,-0.29%,1.85%,-35.72%
1055,Obsidian,ODN,143.75 백만,5.75,25.00 백만*,2.56 백만,47.57%,46.06%,148.38%
1056,Rupaya,RUPX,143.65 백만,3.83,37.46 백만*,881.95 천,0.59%,-1.04%,-11.45%
1057,CryCash,CRC,142.53 백만,31.00,4.60 백만*,3.22 백만,-0.02%,-17.10%,19.21%
1058,AllSafe,ASAFE2,141.89 백만,14.66,9.68 백만*,1.04 백만,-0.91%,-6.18%,4.22%
1059,DraftCoin,DFT,140.43 백만,17.25,8.14 백만*,2.57 백만,-0.75%,-0.89%,-4.89%
1060,ERC20,ERC20,140.15 백만,20.02,7.00 백만*,31.58 백만,-1.82%,0.71%,6.80%
1061,Transcodium,TNS,139.40 백만,2.76,50.55 백만*,180.60 백만,-6.59%,-17.84%,32.98%
1062,ShowHand,HAND,139.34 백만,0.002251,61.91 십억*,66.74 백만,0.17%,-1.14%,-2.69%
1063,CrowdWiz,WIZ,138.85 백만,17.73,7.83 백만*,1.69 백만,-0.33%,-4.66%,-11.41%
1064,Beetle Coin,BEET,138.51 백만,0.832677,166.34 백만,2.48 백만,1.15%,-1.11%,3.62%
1065,PAWS Fund,PAWS,135.41 백만,723.02,187.28 천,3.14 백만,-0.42%,-38.43%,-15.78%
1066,Blocknode,BND,135.31 백만,1.38,98.26 백만,888.40 천,-0.33%,-3.15%,-19.41%
1067,nDEX,NDX,134.60 백만,0.008983,14.98 십억*,6.80 백만,-11.64%,-20.61%,13.35%
1068,Condominium,CDM,133.71 백만,0.125381,1.07 십억*,1.59 백만,12.65%,2.66%,-36.73%
1069,XGOX,XGOX,133.21 백만,0.055983,2.38 십억,2.11 백만,-2.49%,-4.33%,15.69%
1070,BriaCoin,BRIA,130.60 백만,175.68,743.43 천*,6.05 백만,-2.55%,4.64%,1.90%
1071,Project Coin,PRJ,130.17 백만,24.21,5.38 백만*,9.77 백만,2.27%,2.50%,-21.79%
1072,MarteXcoin,MXT,127.04 백만,40.34,3.15 백만,769.23 천,-1.17%,14.05%,-6.11%
1073,Tokia,TKA,120.23 백만,2.85,42.14 백만*,1.85 백만,-0.27%,-3.32%,-4.58%
1074,Alt.Estate token,ALT,119.77 백만,0.169548,706.42 백만*,2.11 백만,-2.94%,19.83%,-18.62%
1075,Jetcoin,JET,119.64 백만,17.53,6.82 백만*,12.78 백만,0.01%,-2.99%,20.66%
1076,Lobstex,LOBS,118.05 백만,10.26,11.50 백만,24.27 백만,6.17%,-23.95%,-31.81%
1077,Arepacoin,AREPA,117.24 백만,7.65,15.33 백만,1.68 백만,-2.34%,-11.63%,55.55%
1078,APR Coin,APR,116.66 백만,18.81,6.20 백만,6.88 백만,0.00%,-1.48%,-38.88%
1079,Suretly,SUR,113.24 백만,484.17,233.88 천*,4.42 백만,-0.10%,-2.65%,-4.58%
1080,Intelligent T...,ITT,106.26 백만,10.84,9.80 백만*,1.64 백만,-0.05%,-6.71%,15.89%
1081,Tidex Token,TDX,104.55 백만,11.00,9.50 백만*,876.00 천,-0.32%,15.12%,13.04%
1082,Dorado,DOR,102.70 백만,0.288811,355.58 백만*,1.31 백만,-0.25%,13.09%,-4.32%
1083,MASTERNET,MASH,99.32 백만,3.13,31.69 백만*,4.95 백만,0.94%,-30.80%,-72.51%
1084,BEAT,BEAT,98.45 백만,0.860742,114.38 백만*,21.63 백만,1.99%,-32.95%,-57.68%
1085,ProCurrency,PROC,98.29 백만,0.978050,100.50 백만*,1.73 백만,-0.36%,10.95%,46.35%
1086,ArbitrageCT,ARCT,98.12 백만,1.09,90.15 백만* ,1.24 백만,2.05%,-4.15%,-12.48%
1087,MicroMoney,AMM,97.80 백만,7.57,12.93 백만*,7.26 백만,-10.92%,-10.71%,0.54%
1088,SCRIV NETWORK,SCRIV,92.78 백만,3.75,24.74 백만,2.49 백만,3.85%,28.80%,-7.71%
1089,WITChain,WIT,92.50 백만,0.061666,1.50 십억*,312.91 백만,-0.82%,-5.64%,-12.96%
1090,IGToken,IG,91.04 백만,0.049522,1.84 십억*,119.79 백만,-1.17%,-2.94%,-24.68%
1091,BitMoney,BIT,89.83 백만,3.39,26.52 백만,705.57 천,2.54%,-15.49%,-44.59%
1092,Datarius Credit,DTRC,86.38 백만,0.676170,127.76 백만*,1.65 십억,-0.05%,-11.12%,-4.18%
1093,QYNO,QNO,85.68 백만,79.69,1.08 백만,32.95 백만,-0.18%,9.47%,-5.42%
1094,Unify,UNIFY,85.45 백만,4.72,18.12 백만*,1.27 백만,-0.36%,-3.16%,3.04%
1095,Litecoin Plus,LCP,84.52 백만,39.89,2.12 백만,616.49 천,-0.33%,9.52%,-0.15%
1096,Bitnation,XPAT,77.01 백만,0.005784,13.32 십억*,4.45 백만,-4.24%,13.64%,25.21%
1097,CryptoSoul,SOUL,69.90 백만,0.645965,108.21 백만*,6.86 백만,-0.14%,-2.92%,-2.20%
1098,PKG Token,PKG,69.75 백만,0.007776,8.97 십억*,7.39 백만,0.54%,-2.06%,-11.75%
1099,RouletteToken,RLT,68.49 백만,6.70,10.22 백만*,5.08 백만,-0.69%,0.91%,1.64%
1100,Bitblocks,BBK,68.25 백만,0.579650,117.74 백만,1.22 백만,-0.33%,3.44%,-21.10%
1101,Fivebalance,FBN,66.10 백만,0.004092,16.15 십억*,8.55 백만,-2.36%,-15.65%,-25.51%
1102,BitcoiNote,BTCN,65.01 백만,6.68,9.74 백만,733.72 천,-0.24%,27.17%,25.99%
1103,BunnyToken,BUNNY,64.05 백만,0.543738,117.79 백만*,5.61 백만,-6.54%,-12.40%,-24.64%
1104,Citadel,CTL,62.60 백만,5.72,10.94 백만,614.99 천,-0.33%,-25.98%,-43.14%
1105,Crystal Token,CYL,62.38 백만,110.53,564.38 천*,1.05 백만,4.08%,10.01%,-6.34%
1106,MFIT COIN,MFIT,62.22 백만,97.38,638.95 천,1.34 백만,17.30%,-9.97%,-40.38%
1107,Bitcoin X,BTX,61.78 백만,21.57,2.86 백만*,1.14 백만,-0.58%,-5.54%,-15.57%
1108,Waletoken,WTN,61.74 백만,0.004216,14.64 십억*,6.06 백만,-0.86%,-15.49%,-28.38%
1109,WhaleCoin,WHL,60.93 백만,5.98,10.19 백만,60.90 백만,-1.36%,9.85%,-15.14%
1110,Bitcoinus,BITS,60.78 백만,1.34,45.29 백만*,3.13 백만,6.37%,-8.23%,11.72%
1111,VIVO,VIVO,60.51 백만,18.69,3.24 백만,993.73 천,-0.36%,-16.76%,-16.74%
1112,CyberMusic,CYMT,60.10 백만,0.004205,14.29 십억*,6.24 백만,0.11%,-5.62%,-7.57%
1113,Plancoin,PLAN,58.64 백만,2.17,26.98 백만,10.55 백만,-0.36%,-3.03%,-26.75%
1114,empowr coin,EMPR,57.99 백만,0.000873,66.39 십억*,158.84 백만,-0.74%,-27.39%,26.35%
1115,Tourist Token,TOTO,57.22 백만,0.012149,4.71 십억*,13.04 백만,-0.22%,-6.26%,-7.60%
1116,XOVBank,XOV,54.97 백만,0.903340,60.85 백만*,9.63 백만,-5.97%,-24.27%,-70.91%
1117,EagleX,EGX,53.53 백만,1.59,33.58 백만*,1.37 백만,-0.33%,9.48%,-6.99%
1118,SONDER,SNR,53.17 백만,0.448663,118.50 백만*,8.09 백만,-0.28%,-3.42%,57.72%
1119,PrimeStone,PSC,51.45 백만,8.49,6.06 백만,765.20 천,-5.51%,-24.56%,-67.69%
1120,MCAP,MCAP,50.87 백만,4.85,10.49 백만*,741.28 천,-3.89%,1.14%,-28.20%
1121,TEAM (TokenSt...,TEAM,50.67 백만,4.47,11.34 백만*,6.22 백만,-3.16%,-19.63%,-27.65%
1122,AdultChain,XXX,48.53 백만,1.05,46.28 백만*,1.23 백만,-6.13%,-21.42%,-32.33%
1123,X-Coin,XCO,46.42 백만,3.75,12.38 백만*,1.20 백만,3.71%,23.43%,33.83%
1124,Numus,NMS,45.67 백만,16.60,2.75 백만*,964.56 천,-0.36%,-0.55%,39.81%
1125,Neural Protocol,NRP,42.60 백만,0.005790,7.36 십억*,16.08 백만,3.57%,-9.76%,-18.33%
1126,AceD,ACED,41.71 백만,17.99,2.32 백만*,725.54 천,-0.38%,-1.42%,-32.02%
1127,Micromines,MICRO,38.89 백만,0.002778,14.00 십억*,22.94 백만,-16.42%,-21.42%,-27.43%
1128,Altcoin,ALT,37.98 백만,308.34,123.18 천*,885.33 천,-0.29%,-23.65%,-40.92%
1129,VikkyToken,VIKKY,36.73 백만,0.009856,3.73 십억*,6.30 백만,0.09%,-6.69%,-20.93%
1130,Mirai,MRI,35.12 백만,10.41,3.37 백만,1.63 백만,-0.17%,-3.51%,-13.75%
1131,Pakcoin,PAK,33.90 백만,0.507326,66.83 백만,1.32 백만,-6.96%,-8.55%,-23.03%
1132,Bitether,BTR,31.69 백만,1.34,23.64 백만*,5.12 백만,5.33%,0.58%,3.39%
1133,Zenswap Netwo...,ZNT,31.46 백만,0.005123,6.14 십억*,4.85 백만,-0.37%,-3.36%,3.28%
1134,Dinero,DIN,29.36 백만,3.62,8.12 백만,598.00 천,0.67%,-5.46%,-6.86%
1135,Desire,DSR,27.44 백만,4.60,5.97 백만,6.89 백만,-0.30%,13.96%,-10.83%
1136,PAXEX,PAXEX,26.94 백만,1.39,19.34 백만,794.98 천,-2.30%,2.71%,-12.49%
1137,Thore Cash,TCH,26.39 백만,0.680027,38.81 백만*,4.74 백만,-4.42%,-10.23%,-38.00%
1138,Nyerium,NYEX,25.29 백만,1.34,18.88 백만*,1.14 백만,-30.88%,12.42%,29.74%
1139,Decentralized...,DATP,24.21 백만,0.002672,9.06 십억*,2.69 백만,2.21%,3.85%,-15.16%
1140,DeltaChain,DELTA,23.04 백만,0.005143,4.48 십억*,2.57 백만,0.51%,-7.32%,-22.77%
1141,Abulaba,AAA,22.35 백만,1.48,15.09 백만*,1.26 백만,0.34%,-33.55%,-49.55%
1142,Cryptrust,CTRT,20.11 백만,0.003795,5.30 십억*,1.76 백만,-0.21%,3.56%,-23.54%
1143,Gossipcoin,GOSS,19.80 백만,0.184740,107.19 백만,635.44 천,3.40%,-1.89%,3.04%
1144,Bionic,BNC,19.44 백만,0.036259,536.24 백만*,9.77 백만,-0.26%,-4.00%,-12.51%
1145,Havy,HAVY,18.41 백만,0.003628,5.08 십억*,2.13 백만,0.33%,-0.69%,-14.97%
1146,Ether Kingdom...,IMP,16.63 백만,35.38,470.09 천*,5.17 백만,2.80%,14.78%,-9.94%
1147,Olympic,OLMP,15.78 백만,0.317319,49.72 백만,598.20 천,-3.56%,36.30%,86.73%
1148,Joint Ventures,JOINT,15.72 백만,0.718558,21.88 백만*,1.34 백만,1.49%,5.29%,3.19%
1149,IXTUS Edutain...,IXE,13.80 백만,0.578598,23.85 백만*,296.77 백만,0.99%,-32.92%,-51.38%
1150,Mainstream Fo...,MFTU,13.68 백만,0.055823,245.00 백만*,1.08 백만,-0.06%,-0.45%,-42.74%
1151,BitCoin One,BTCONE,13.40 백만,1.34,10.00 백만*,1.49 백만,-0.33%,0.01%,-9.38%
1152,YoloCash,YLC,12.12 백만,0.410956,29.50 백만*,1.76 백만,-0.31%,-5.60%,-16.89%
1153,KUN,KUN,10.21 백만,5104.54,2.00 천*,10.06 백만,1.74%,-4.10%,-5.79%
1154,Peony,PNY,6.45 백만,1.14,5.65 백만,737.93 천,0.02%,-0.39%,-11.45%
1155,KWHCoin,KWH,4.59 백만,0.102273,44.90 백만*,58.38 백만,15.63%,-27.19%,-93.33%
1156,Alpha Coin,APC,3.81 백만,0.431763,8.83 백만*,47.35 백만,-0.31%,-25.52%,-41.33%
1157,Benz,BENZ,2.80 백만,0.469697,5.96 백만*,1.30 백만,-0.31%,-59.34%,13.93%
1158,MODEL-X-coin,MODX,2.22 백만,50.68,43.78 천*,111.00 백만,-0.32%,-8.91%,0.36%
1159,Oyster,PRL,49.08 십억,577.62,84.97 백만*,?,0.00%,0.00%,0.00%
1160,Gold Bits Coin,GBC,21.52 십억,203.12,105.97 백만*,0.00 ,0.00%,-2.90%,-27.61%
1161,Credo,CREDO,21.44 십억,39.00,549.89 백만*,418.66 천,-0.30%,-14.03%,8.45%
1162,BHPCash,BHPC,20.92 십억,620.00,33.75 백만*,0.00 ,-1.41%,-5.19%,-9.17%
1163,United Trader...,UTT,10.83 십억,290.01,37.36 백만*,541.05 천,-0.42%,7.52%,7.34%
1164,Aston,ATX,6.75 십억,8.20,824.00 백만*,0.00 ,-4.32%,-5.04%,-5.45%
1165,Lykke,LKK,6.04 십억,19.05,316.81 백만*,0.00 ,-0.07%,-4.20%,-9.88%
1166,DEW,DEW,5.57 십억,53.91,103.24 백만*,486.99 천,-0.35%,-3.85%,-9.98%
1167,Cofound.it,CFI,4.69 십억,14.43,325.00 백만*,269.41 천,-0.14%,-1.92%,-4.40%
1168,PlayCoin [ERC20],PLY,4.33 십억,29.50,146.70 백만*,0.00 ,-2.35%,-7.53%,-8.10%
1169,Ondori,RSTR,3.22 십억,0.088067,36.61 십억,331.67 천,31.21%,32.82%,25.54%
1170,Change,CAG,2.78 십억,75.04,37.11 백만*,473.50 천,-0.29%,-3.62%,29.57%
1171,Winding Tree,LIF,2.70 십억,133.13,20.26 백만*,298.46 천,-0.29%,-3.82%,-7.02%
1172,MassGrid,MGD,2.56 십억,48.51,52.82 백만*,0.00 ,-0.66%,-2.50%,7.63%
1173,AVINOC,AVINOC,2.55 십억,6.78,376.40 백만*,59.72 천,-0.31%,-15.50%,-22.78%
1174,BitDice,CSNO,2.54 십억,36.23,70.00 백만*,488.32 천,-0.36%,0.41%,3.94%
1175,Rubycoin,RBY,2.46 십억,93.29,26.38 백만*,1.88 천,-0.33%,-0.80%,-11.02%
1176,HorusPay,HORUS,2.37 십억,2.71,872.86 백만*,368.26 천,-0.46%,-35.05%,-49.09%
1177,TaaS,TAAS,2.25 십억,276.31,8.15 백만*,0.00 ,0.00%,-4.93%,34.55%
1178,Incent,INCNT,2.16 십억,47.04,46.02 백만*,430.31 천,-6.07%,-3.74%,3.62%
1179,I/O Coin,IOC,2.12 십억,123.65,17.13 백만*,312.35 천,-0.33%,-3.40%,-13.69%
1180,Stealth,XST,2.06 십억,67.62,30.54 백만,537.46 천,-1.11%,-2.48%,4.07%
1181,Maecenas,ART,1.99 십억,50.72,39.29 백만*,507.19 ,-0.34%,-3.11%,12.81%
1182,FuzeX,FXT,1.98 십억,2.63,755.10 백만*,21.54 천,-0.23%,-2.60%,-7.97%
1183,Starta,STA,1.89 십억,365.36,5.18 백만*,730.72 ,-0.29%,-23.68%,44.74%
1184,MintCoin,MINT,1.86 십억,0.074383,24.95 십억*,245.01 천,1.66%,-0.53%,-4.01%
1185,Eroscoin,ERO,1.78 십억,9.52,186.74 백만*,421.50 천,-0.33%,4.52%,2.18%
1186,Espers,ESP,1.65 십억,0.072456,22.73 십억,97.77 천,-0.33%,-3.08%,-6.46%
1187,Semux,SEM,1.64 십억,185.49,8.87 백만,105.95 천,-0.29%,5.44%,-26.69%
1188,AsiaCoin,AC,1.64 십억,0.792314,2.07 십억,0.00 ,0.00%,0.00%,-14.76%
1189,Zephyr,ZEPH,1.64 십억,5.76,284.38 백만*,525.80 천,-0.10%,-7.27%,11.66%
1190,Pura,PURA,1.62 십억,9.24,175.10 백만,303.23 천,-1.55%,-6.56%,-19.38%
1191,Proxeus,XES,1.58 십억,7.77,203.24 백만*,229.85 천,-0.28%,-38.87%,-44.22%
1192,TittieCoin,TIT,1.55 십억,1.23,1.26 십억,37.29 천,-0.33%,-2.87%,-8.02%
1193,ALAX,ALX,1.51 십억,3.01,502.91 백만*,180.83 천,-0.06%,-2.95%,9.78%
1194,RoBET,ROBET,1.50 십억,1883.86,798.70 천*,1.88 천,-5.97%,-8.51%,4.07%
1195,Hubii Network,HBT,1.50 십억,98.87,15.14 백만*,164.49 천,-0.32%,15.12%,-7.49%
1196,AMLT,AMLT,1.49 십억,16.81,88.56 백만*,164.89 천,6.17%,-3.53%,-16.65%
1197,Solaris,XLR,1.49 십억,911.83,1.63 백만*,176.35 천,-0.13%,-6.46%,-7.76%
1198,Soniq,SONIQ,1.34 십억,29.67,45.00 백만*,10.37 천,0.66%,-0.73%,-4.14%
1199,Open Platform,OPEN,1.33 십억,3.04,436.11 백만*,0.00 ,0.00%,0.00%,0.00%
1200,PetroDollar,XPD,1.27 십억,19.89,63.99 백만,197.27 천,-0.35%,-13.24%,68.48%
1201,LoMoCoin,LMC,1.27 십억,5.04,252.34 백만*,102.82 천,-15.92%,-17.33%,-23.50%
1202,Linfinity,LFT,1.27 십억,2.32,545.92 백만*,0.00 ,-1.83%,-7.09%,-55.80%
1203,X8X Token,X8X,1.26 십억,20.44,61.51 백만*,0.00 ,10.44%,-4.57%,-6.19%
1204,Pandacoin,PND,1.24 십억,0.038159,32.51 십억,423.21 천,-0.30%,-1.26%,-48.02%
1205,EncrypGen,DNA,1.21 십억,18.08,67.03 백만*,281.23 천,-0.33%,-1.26%,-19.55%
1206,Mysterium,MYST,1.21 십억,51.44,23.51 백만*,344.90 천,2.84%,3.96%,22.59%
1207,Sequence,SEQ,1.20 십억,25.94,46.19 백만,45.50 천,-0.33%,-0.25%,-8.06%
1208,XPA,XPA,1.17 십억,20.49,57.18 백만*,0.00 ,0.00%,0.00%,-6.02%
1209,Curecoin,CURE,1.14 십억,47.56,23.92 백만,339.63 천,-0.32%,0.13%,6.98%
1210,Trinity Netwo...,TNC,1.13 십억,3.40,333.33 백만*,458.07 천,-0.83%,-4.27%,-14.26%
1211,New Power Coin,NPW,1.12 십억,60.38,18.58 백만,276.75 천,-2.24%,-13.93%,-28.74%
1212,Vites,VITES,1.10 십억,0.036228,30.29 십억,24.89 천,-0.34%,-3.04%,-6.45%
1213,APX,APX,1.04 십억,1485.35,703.18 천*,3.95 천,-0.33%,-5.34%,1.43%
1214,Smoke,SMOKE,1.03 십억,51.34,20.13 백만*,6.83 천,-0.32%,38.54%,-7.35%
1215,Fluz Fluz,FLUZ,1.03 십억,5.02,204.78 백만*,105.20 천,39.00%,-3.10%,41.91%
1216,CHIPS,CHIPS,1.02 십억,48.63,21.00 백만,0.00 ,0.00%,0.00%,-8.90%
1217,Ergo,EFYT,963.74 백만,2425.73,397.30 천*,291.39 천,-1.08%,0.04%,19.64%
1218,Mithril Ore,MORE,961.42 백만,85100.40,11.30 천*,0.00 ,0.00%,-3.20%,621.34%
1219,Tokes,TKS,953.71 백만,275.98,3.46 백만*,238.10 천,1.96%,9.70%,9.87%
1220,SounDAC,XSD,933.38 백만,64.01,14.58 백만*,236.08 천,-0.46%,-13.55%,-1.15%
1221,Russian Miner...,RMC,928.13 백만,615878,1.51 천*,373.84 천,-0.36%,-0.09%,-51.47%
1222,42-coin,42,907.65 백만,21610769,42.00 ,56.94 천,2.43%,15.86%,-0.23%
1223,bitqy,BQ,902.13 백만,0.289825,3.11 십억*,1.43 천,-0.29%,-11.31%,-11.61%
1224,Noku,NOKU,890.07 백만,61.84,14.39 백만*,41.63 천,-0.29%,-2.56%,-7.19%
1225,COPYTRACK,CPY,869.81 백만,27.91,31.17 백만*,262.07 천,-0.32%,8.82%,-15.84%
1226,B3Coin,KB3,837.48 백만,1.14,737.53 백만,128.00 천,22.34%,-4.83%,-24.68%
1227,BitDegree,BDG,836.81 백만,2.35,356.34 백만*,270.61 천,-0.02%,-5.16%,-22.19%
1228,W3Coin,W3C,819.33 백만,0.015151,54.08 십억*,326.29 천,-2.75%,-7.34%,37.63%
1229,BlueCoin,BLU,795.98 백만,1.39,574.68 백만,0.00 ,0.00%,0.00%,-12.63%
1230,Darcrus,DAR,789.91 백만,58.08,13.60 백만*,0.00 ,0.00%,0.00%,821.14%
1231,Sense,SENSE,783.22 백만,3.13,249.91 백만*,104.68 천,-0.24%,-3.78%,3.21%
1232,Opus,OPT,768.96 백만,5.49,140.08 백만*,87.44 천,11.95%,-26.54%,-9.31%
1233,2GIVE,2GIVE,766.10 백만,1.47,520.78 백만,128.06 천,-0.51%,-3.87%,2.23%
1234,REBL,REBL,756.49 백만,4.39,172.43 백만*,43.86 천,-0.29%,-12.64%,-7.49%
1235,Bitcoin Plus,XBC,721.11 백만,6134.36,117.55 천*,359.60 천,-0.19%,-2.11%,-10.96%
1236,FidentiaX,FDX,718.03 백만,6.84,105.00 백만*,0.00 ,0.00%,-0.10%,33.65%
1237,Manna,MANNA,688.06 백만,1.37,503.25 백만*,4.72 천,1.56%,-19.52%,2.69%
1238,Fidelium,FID,687.83 백만,5.84,117.85 백만*,0.00 ,0.00%,0.00%,0.02%
1239,Oxycoin,OXY,682.92 백만,0.765233,892.43 백만*,544.50 천,-0.33%,-30.40%,-14.06%
1240,Uniform Fisca...,UFO,674.44 백만,0.181141,3.72 십억,55.72 천,-0.33%,0.96%,-15.02%
1241,MIB Coin,MIB,663.98 백만,15.94,41.65 백만*,56.99 천,-0.36%,-22.68%,-29.29%
1242,HEAT,HEAT,663.35 백만,17.50,37.92 백만*,88.75 천,-0.36%,-4.32%,-20.42%
1243,Zeitcoin,ZEIT,652.57 백만,0.017651,36.97 십억,77.60 천,-0.13%,-0.68%,-5.52%
1244,Vezt,VZT,651.59 백만,8.52,76.45 백만*,36.38 천,-0.31%,-56.10%,-40.24%
1245,MyBit,MYB,640.71 백만,6.58,97.30 백만*,36.04 천,-0.26%,-20.96%,-12.79%
1246,OBITS,OBITS,617.98 백만,40.38,15.30 백만*,247.19 천,-0.31%,-2.22%,5.09%
