#,이름,종목,시가총액,가격,유통 공급량,24시간 거래량,1시간 변동률,24시간 변동률,7일 변동률
761,Global Awards...,GAT,886.01 백만,1.67,529.86 백만*,2.75 백만,-0.12%,-14.56%,-1.19%
762,Datum,DAT,883.41 백만,0.899838,981.75 백만*,143.71 백만,0.74%,4.88%,-1.81%
763,HOQU,HQX,874.42 백만,5.79,151.12 백만*,461.60 백만,0.01%,3.31%,2.84%
764,Education Eco...,LEDU,871.04 백만,4.00,217.79 백만*,15.61 백만,-0.71%,0.09%,-0.44%
765,LIFE,LIFE,868.04 백만,0.037028,23.44 십억*,2.74 백만,0.04%,1.49%,-6.99%
766,Atmos,ATMOS,865.92 백만,8.59,100.80 백만*,1.00 백만,-2.33%,7.99%,39.13%
767,BitScreener T...,BITX,864.71 백만,5.64,153.42 백만*,10.38 백만,-0.02%,3.19%,11.13%
768,Atonomi,ATMI,852.12 백만,1.66,514.46 백만*,38.20 백만,-3.42%,6.07%,-1.02%
769,0xBitcoin,0xBTC,844.72 백만,241.25,3.50 백만,323.09 백만,-5.56%,-0.87%,-4.82%
770,Espers,ESP,841.70 백만,0.037028,22.73 십억,2.24 백만,0.02%,-49.26%,-52.49%
771,Uquid Coin,UQC,832.55 백만,83.25,10.00 백만*,597.39 백만,-4.14%,-3.24%,-19.40%
772,AC3,AC3,823.04 백만,11.86,69.42 백만*,12.39 백만,-1.01%,5.48%,61.51%
773,Social Send,SEND,813.21 백만,21.03,38.68 백만*,3.87 백만,5.20%,7.13%,46.21%
774,Truegame,TGAME,810.30 백만,9.81,82.58 백만*,53.35 백만,-0.17%,7.59%,-7.03%
775,PayPie,PPP,809.22 백만,9.81,82.50 백만*,19.20 백만,-63.25%,-67.03%,-85.57%
776,Arbidex,ABX,801.80 백만,39.26,20.42 백만*,39.14 백만,-0.23%,-8.35%,-19.71%
777,FLIP,FLP,799.29 백만,14.28,55.96 백만*,18.21 백만,-0.06%,7.02%,-16.59%
778,ATLANT,ATL,795.55 백만,21.19,37.55 백만*,65.37 백만,-0.15%,0.19%,-7.26%
779,Datawallet,DXT,793.57 백만,2.03,390.22 백만*,22.56 백만,-0.18%,-11.19%,6.57%
780,PinkCoin,PINK,789.30 백만,2.00,394.43 백만,15.05 백만,1.56%,-6.71%,-14.26%
781,Stox,STX,785.97 백만,15.27,51.47 백만*,19.34 백만,-1.34%,0.70%,-12.39%
782,Snovian.Space,SNOV,770.90 백만,1.90,404.98 백만*,48.03 백만,0.31%,12.57%,-4.63%
783,Playkey,PKT,767.68 백만,55.14,13.92 백만*,14.02 백만,1.55%,0.01%,-5.79%
784,BitcoinZ,BTCZ,765.43 백만,0.231589,3.31 십억,236.00 백만,-7.50%,0.42%,-2.00%
785,Tokes,TKS,760.52 백만,220.08,3.46 백만*,9.45 백만,0.02%,-20.92%,-14.50%
786,Alphacat,ACAT,750.53 백만,0.268966,2.79 십억*,29.61 백만,0.40%,1.94%,-10.54%
787,Leverj,LEV,750.19 백만,6.35,118.09 백만*,989.36 천,-0.02%,-5.42%,-0.23%
788,1World,1WO,749.83 백만,36.25,20.69 백만*,29.42 백만,-0.61%,-9.68%,-30.31%
789,GravityCoin,GXX,741.96 백만,398.38,1.86 백만,2.53 백만,-2.13%,-0.75%,-12.16%
790,LRM Coin,LRM,738.82 백만,4190.09,176.33 천,551.09 백만,0.71%,2.47%,-
791,Forkcoin,FORK,734.17 백만,150.80,4.87 백만,8.24 백만,-5.81%,-0.62%,-33.12%
792,PikcioChain,PKC,731.35 백만,16.90,43.27 백만*,1.60 백만,0.03%,26.06%,21.08%
793,Puregold Token,PGT,730.48 백만,68.00,10.74 백만*,3.82 백만,-0.08%,-34.91%,-75.38%
794,adbank,ADB,730.10 백만,1.19,615.94 백만*,28.08 백만,-0.22%,3.08%,-1.23%
795,Internet of P...,IOP,720.73 백만,127.52,5.65 백만,65.76 백만,1.42%,2.93%,-2.34%
796,Sprouts,SPRTS,717.05 백만,0.000046,15.71 조*,2.94 백만,-1.42%,-0.93%,1.22%
797,AiLink Token,ALI,713.08 백만,0.334696,2.13 십억*,206.45 백만,-0.36%,3.37%,-11.71%
798,NPER,NPER,712.33 백만,14.27,49.93 백만*,28.19 백만,0.05%,-5.88%,-12.99%
799,SiaCashCoin,SCC,711.27 백만,0.083273,8.54 십억*,10.91 백만,-13.87%,-31.17%,-29.91%
800,Invacio,INV,708.53 백만,21.70,32.66 백만*,2.06 백만,0.33%,6.68%,-8.34%
801,HEROcoin,PLAY,700.66 백만,5.62,124.71 백만*,25.74 백만,1.65%,11.54%,-8.77%
802,Starbase,STAR,698.17 백만,3.72,187.50 백만*,1.23 백만,10.11%,-12.24%,-30.46%
803,StrongHands,SHND,696.25 백만,0.000075,9.24 조,1.61 백만,3.25%,-3.80%,-10.02%
804,Colu Local Ne...,CLN,694.61 백만,6.85,101.38 백만*,21.28 백만,0.00%,1.73%,-8.23%
805,ProChain,PRA,693.32 백만,13.99,49.56 백만*,2.01 백만,-0.07%,2.49%,-4.56%
806,NeosCoin,NEOS,691.32 백만,166.63,4.15 백만,13.09 백만,0.02%,28.62%,-8.83%
807,Blue Protocol,BLUE,684.95 백만,18.69,36.65 백만*,80.89 백만,1.11%,5.56%,-11.02%
808,IP Exchange,IPSX,683.13 백만,0.806492,847.04 백만*,17.26 백만,0.13%,0.88%,-8.07%
809,Devery,EVE,682.96 백만,10.85,62.92 백만*,211.30 백만,0.94%,-4.01%,-15.96%
810,Zero,ZER,677.74 백만,141.29,4.80 백만,1.97 백만,-0.09%,1.37%,-12.39%
811,Internxt,INXT,677.16 백만,1075.53,629.61 천*,16.65 백만,0.03%,-0.45%,-3.55%
812,Sovereign Hero,HERO,669.16 백만,140197,4.77 천*,2.04 백만,-2.99%,3.13%,6.63%
813,BitRent,RNTB,667.66 백만,0.793186,841.74 백만*,15.11 백만,-0.35%,6.13%,-9.95%
814,Acute Angle C...,AAC,659.42 백만,2.64,250.00 백만*,213.75 백만,-4.54%,-22.32%,-18.86%
815,AICHAIN,AIT,658.09 백만,1.23,535.07 백만*,4.50 백만,-5.48%,-6.27%,-11.32%
816,EDRCoin,EDRC,655.47 백만,225.61,2.91 백만*,13.11 백만,1.52%,-4.78%,-13.73%
817,HeroNode,HER,654.79 백만,0.690625,948.10 백만*,44.58 백만,2.47%,-7.60%,-12.83%
818,UChain,UCN,653.70 백만,2.18,300.27 백만*,266.55 백만,0.49%,2.81%,-12.98%
819,EventChain,EVC,649.20 백만,20.77,31.25 백만*,2.03 백만,0.06%,7.80%,10.55%
820,Ryo Currency,RYO,646.11 백만,78.54,8.23 백만,4.79 백만,-10.32%,10.77%,-17.01%
821,Gravity,GZRO,645.90 백만,0.296227,2.18 십억,715.86 천,0.03%,15.96%,-30.08%
822,Zilla,ZLA,643.75 백만,14.81,43.47 백만*,1.87 백만,-0.14%,3.23%,-10.29%
823,Etheera,ETA,640.90 백만,0.109408,5.86 십억*,953.64 천,0.06%,61.57%,32.31%
824,FREE Coin,FREE,640.62 백만,0.000168,3.82 조*,3.79 백만,1.05%,1.11%,2.23%
825,Aphelion,APH,639.55 백만,12.79,50.00 백만*,5.91 백만,1.88%,-0.10%,-3.49%
826,Helium,HLM,636.29 백만,70.25,9.06 백만,957.81 천,0.03%,-7.95%,-13.44%
827,CoinFi,COFI,632.92 백만,3.59,176.43 백만*,42.63 백만,2.01%,13.03%,-13.11%
828,FintruX Network,FTX,627.25 백만,7.38,85.00 백만*,1.28 백만,0.05%,-2.10%,-8.52%
829,Bee Token,BEE,624.15 백만,3.34,186.63 백만*,2.15 백만,-0.02%,2.32%,-18.86%
830,Rate3,RTE,623.27 백만,1.45,428.99 백만*,82.15 백만,0.08%,0.50%,-18.73%
831,FedoraCoin,TIPS,622.10 백만,0.002931,212.27 십억,15.69 백만,-0.06%,16.07%,13.57%
832,CanYaCoin,CAN,621.92 백만,13.45,46.23 백만*,21.51 백만,-0.89%,-0.38%,-17.42%
833,Sp8de,SPX,617.81 백만,0.079371,7.78 십억*,36.44 백만,-0.03%,4.06%,20.02%
834,VULCANO,VULC,612.77 백만,4.44,137.91 백만,637.32 천,0.20%,0.69%,-27.04%
835,Swisscoin,SIC,608.12 백만,0.074057,8.21 십억,2.73 백만,0.02%,-32.35%,-36.65%
836,Memetic / Pep...,MEME,606.72 백만,25.81,23.51 백만,12.07 백만,-1.41%,2.31%,-8.92%
837,LikeCoin,LIKE,605.26 백만,1.28,473.58 백만*,48.38 백만,-0.09%,1.84%,-7.85%
838,Privatix,PRIX,596.71 백만,504.55,1.18 백만*,661.26 천,0.04%,-0.52%,-2.98%
839,MyBit,MYB,596.52 백만,6.13,97.30 백만*,10.76 백만,0.82%,-23.23%,-21.07%
840,JSECOIN,JSE,594.80 백만,1.34,443.48 백만*,614.36 천,-1.27%,2.68%,-12.38%
841,SkinCoin,SKIN,593.80 백만,6.73,88.18 백만*,5.61 백만,-4.42%,5.57%,31.61%
842,SRCOIN,SRCOIN,592.80 백만,0.117338,5.05 십억*,9.49 백만,-0.15%,2.04%,10.48%
843,TransferCoin,TX,588.56 백만,86.68,6.79 백만*,10.59 백만,0.50%,5.63%,-10.37%
844,Lethean,LTHN,585.42 백만,1.26,465.00 백만,1.91 백만,0.06%,1.24%,-5.27%
845,Worldcore,WRC,584.34 백만,3.28,178.10 백만*,5.35 백만,6.79%,-0.17%,-8.91%
846,Faceter,FACE,584.29 백만,1.24,470.62 백만*,4.30 백만,0.02%,6.49%,-2.17%
847,Clipper Coin,CCCX,580.33 백만,0.368439,1.58 십억*,8.17 백만,-1.33%,-2.20%,-10.40%
848,Relex,RLX,579.34 백만,0.434995,1.33 십억*,46.39 백만,0.16%,-10.31%,-47.41%
849,ZCore,ZCR,577.35 백만,235.90,2.45 백만,13.52 백만,-0.26%,3.36%,-0.19%
850,XcelToken,XCEL,574.34 백만,7.78,73.86 백만*,30.77 백만,0.35%,-3.62%,16.97%
851,JET8,J8T,572.30 백만,0.946698,604.53 백만*,11.83 백만,0.25%,4.17%,-14.28%
852,DOWCOIN,DOW,570.68 백만,127.39,4.48 백만*,777.76 천,-0.05%,2.77%,-11.31%
853,Daneel,DAN,566.53 백만,13.49,42.00 백만*,569.87 천,0.12%,1.07%,-6.10%
854,ClearPoll,POLL,560.66 백만,80.09,7.00 백만 *,1.01 백만,0.09%,-2.22%,-32.34%
855,Traceability ...,TAC,556.05 백만,1.48,374.81 백만*,20.38 백만,-2.23%,0.81%,-7.55%
856,Thrive Token,THRT,556.04 백만,5.39,103.18 백만*,59.67 백만,0.03%,1.89%,-6.94%
857,IDEX Membership,IDXM,547.74 백만,273870,2.00 천*,1.03 백만,-0.06%,16.99%,16.67%
858,Profile Utili...,PUT,546.93 백만,12.08,45.29 백만*,129.22 백만,-9.05%,-9.70%,0.71%
859,HeartBout,HB,544.55 백만,10.24,53.20 백만*,117.07 백만,1.08%,0.88%,-12.15%
860,Bela,BELA,543.96 백만,13.95,38.99 백만*,1.11 백만,-0.25%,-1.01%,-2.16%
861,Tokenbox,TBX,539.96 백만,40.29,13.40 백만*,6.94 백만,-0.04%,2.51%,-5.16%
862,EncryptoTel [...,ETT,536.04 백만,8.63,62.13 백만*,9.79 백만,11.72%,20.11%,0.32%
863,MTC Mesh Network,MTC,535.49 백만,1.86,287.47 백만*,12.67 백만,-1.07%,7.90%,-18.37%
864,Block Array,ARY,530.72 백만,7.76,68.43 백만*,15.92 백만,-0.02%,-1.07%,-26.17%
865,Rentberry,BERRY,528.89 백만,1.75,301.43 백만*,1.45 백만,-0.97%,15.72%,9.16%
866,Coinsuper Eco...,CEN,528.09 백만,3.78,139.62 백만*,120.09 백만,-1.44%,0.40%,-31.98%
867,Bounty0x,BNTY,526.99 백만,2.83,186.30 백만*,1.06 백만,-5.88%,3.60%,-6.31%
868,Bettex Coin,BTXC,526.67 백만,123.47,4.27 백만,15.62 백만,-0.69%,-7.35%,-23.37%
869,Matryx,MTX,525.98 백만,22.65,23.22 백만*,1.33 백만,-0.29%,3.12%,-11.64%
870,MyWish,WISH,520.99 백만,26.44,19.70 백만*,1.50 백만,1.23%,11.05%,7.46%
871,LOCIcoin,LOCI,518.35 백만,12.75,40.66 백만*,3.55 백만,0.01%,-1.18%,-4.00%
872,Utrum,OOT,512.80 백만,11.87,43.20 백만*,12.32 백만,2.07%,-19.29%,-15.71%
873,InterValue,INVE,508.02 백만,5.24,97.03 백만*,190.85 백만,-0.01%,13.43%,-32.80%
874,CryptoCarbon,CCRB,507.41 백만,20.55,24.69 백만*,33.54 백만,-0.05%,-0.83%,3.56%
875,Giant,GIC,503.44 백만,179.78,2.80 백만,4.80 백만,2.16%,0.91%,-14.12%
876,Elixir,ELIX,503.32 백만,14.84,33.92 백만*,3.95 백만,1.41%,7.34%,-1.79%
877,TrakInvest,TRAK,501.53 백만,5.98,83.93 백만*,95.42 백만,-0.05%,8.71%,-12.39%
878,White Standard,WSD,498.40 백만,1134.27,439.40 천*,15.73 백만,0.43%,3.44%,-1.55%
879,Terracoin,TRC,497.79 백만,21.70,22.94 백만,727.08 천,0.02%,1.17%,-8.10%
880,OptiToken,OPTI,494.09 백만,20.00,24.71 백만*,9.89 백만,3.09%,-11.74%,-51.64%
881,MedicCoin,MEDIC,492.94 백만,2.13,230.98 백만,9.79 백만,0.50%,2.85%,-3.48%
882,Credit Tag Chain,CTC,484.08 백만,11.48,42.15 백만,75.77 백만,0.00%,2.40%,-5.31%
883,HOLD,HOLD,482.25 백만,0.684223,704.82 백만*,122.00 백만,5.44%,11.87%,-2.67%
884,FSBT API Token,FSBT,481.68 백만,137.25,3.51 백만*,1.87 십억,-0.19%,5.48%,22.87%
885,Bethereum,BETHER,480.00 백만,1.68,285.79 백만*,10.59 백만,0.15%,-3.26%,-29.52%
886,Zippie,ZIPT,477.34 백만,2.04,234.56 백만*,1.20 백만,0.13%,-11.55%,-10.06%
887,Thingschain,TIC,476.34 백만,0.041620,11.45 십억*,5.64 백만,0.12%,4.11%,-22.29%
888,Karbo,KRB,475.71 백만,69.17,6.88 백만,1.93 백만,-0.44%,2.45%,-0.68%
889,Cashbery Coin,CBC,474.39 백만,85.88,5.52 백만,93.06 백만,1.34%,-12.00%,-52.19%
890,Apollon,XAP,467.56 백만,3.55,131.72 백만,1.36 백만,0.52%,0.62%,-13.56%
891,BetterBetting,BETR,467.44 백만,2.74,170.70 백만*,22.22 백만,-0.13%,-3.84%,-28.30%
892,Dinastycoin,DCY,461.37 백만,0.255824,1.80 십억,2.42 백만,8.49%,39.68%,142.65%
893,QuadrantProtocol,EQUAD,459.93 백만,1.53,299.69 백만*,80.24 백만,4.57%,14.55%,11.24%
894,Helbiz,HBZ,459.87 백만,0.669088,687.30 백만*,72.09 백만,1.93%,-2.16%,-23.39%
895,AdHive,ADH,445.58 백만,3.68,121.22 백만*,37.29 백만,-0.90%,-3.04%,-9.35%
896,NuBits,USNBT,437.72 백만,39.86,10.98 백만*,3.90 백만,-0.46%,3.40%,-13.19%
897,Breakout,BRK,437.13 백만,23.07,18.95 백만,1.10 백만,1.22%,-4.47%,-18.98%
898,DopeCoin,DOPE,436.69 백만,3.74,116.85 백만*,657.38 천,0.99%,5.95%,-1.05%
899,Guaranteed Et...,GETX,433.31 백만,1.44,300.00 백만*,4.99 백만,-1.90%,7.08%,-16.19%
900,Shard,SHARD,427.36 백만,33.65,12.70 백만,836.91 천,0.06%,22.14%,12.44%
901,iEthereum,IETH,426.21 백만,23.70,17.98 백만*,810.92 천,-1.60%,-5.88%,3.48%
902,Oceanlab,OCL,420.92 백만,9.05,46.50 백만*,1.67 백만,-0.37%,-6.81%,40.13%
903,Kalkulus,KLKS,419.41 백만,30.27,13.85 백만,11.98 백만,-6.36%,10.16%,43.18%
904,Pundi X NEM,NPXSXEM,415.58 백만,0.405790,1.02 십억*,991.73 백만,-0.58%,-2.34%,-9.32%
905,Nexium,NXC,406.34 백만,6.11,66.51 백만*,664.98 천,0.01%,0.38%,-14.34%
906,Universal Cur...,UNIT,402.85 백만,25.54,15.77 백만,2.08 백만,0.02%,4.35%,9.02%
907,Indorse Token,IND,401.54 백만,10.81,37.14 백만*,18.66 백만,-0.02%,-1.07%,-9.98%
908,RefToken,REF,400.42 백만,536.80,745.94 천*,27.61 백만,0.09%,11.95%,-2.47%
909,BoutsPro,BOUTS,399.58 백만,5.22,76.62 백만*,12.21 백만,0.20%,0.41%,-20.41%
910,Fire Lotto,FLOT,395.29 백만,18.84,20.98 백만*,57.67 백만,1.52%,3.05%,-18.92%
911,GoldMint,MNTP,393.87 백만,205.68,1.91 백만*,7.45 백만,0.07%,-1.50%,-16.43%
912,CannabisCoin,CANN,391.95 백만,5.08,77.23 백만,1.09 백만,0.74%,3.73%,-11.53%
913,eBoost,EBST,391.76 백만,19.59,20.00 백만*,1.29 백만,-1.30%,-0.74%,-15.52%
914,DPRating,RATING,391.12 백만,0.179869,2.17 십억*,63.78 백만,0.11%,1.15%,-7.07%
915,Bob's Repair,BOB,390.61 백만,4.99,78.29 백만*,242.64 백만,0.16%,7.72%,-38.79%
916,Proton Token,PTT,381.23 백만,0.158443,2.41 십억*,60.12 백만,-1.78%,2.74%,-24.31%
917,Pareto Network,PARETO,378.54 백만,1.15,329.34 백만*,5.78 백만,0.02%,-5.61%,-43.73%
918,Sumokoin,SUMO,376.45 백만,43.32,8.69 백만,2.47 백만,-0.74%,-5.88%,-13.60%
919,Sapien,SPN,372.02 백만,1.85,201.38 백만*,19.26 백만,2.78%,1.10%,-6.74%
920,Voise,VOISE,369.34 백만,0.708054,521.63 백만*,1.45 백만,-0.70%,-24.58%,31.90%
921,IQeon,IQN,368.84 백만,135.85,2.72 백만*,1.36 백만,0.00%,5.77%,-4.26%
922,Menlo One,ONE,368.25 백만,1.23,300.40 백만*,5.29 백만,0.63%,4.34%,-46.73%
923,Publica,PBL,359.19 백만,19.33,18.58 백만*,821.67 천,-13.26%,-28.42%,-13.54%
924,eBitcoin,EBTC,358.96 백만,19.00,18.90 백만*,2.23 백만,-0.37%,17.14%,-17.35%
925,SnodeCoin,SND,353.36 백만,38.44,9.19 백만*,4.33 백만,2.32%,1.95%,-24.59%
926,Maverick Chain,MVC,349.71 백만,3.33,104.94 백만*,26.36 백만,5.72%,12.13%,-3.68%
927,Pylon Network,PYLNT,345.35 백만,881.28,391.87 천*,47.24 백만,0.02%,6.02%,12.89%
928,Neutron,NTRN,345.00 백만,8.82,39.12 백만*,763.50 천,0.03%,-9.76%,-17.21%
929,Equal,EQL,343.45 백만,0.853219,402.54 백만*,1.48 백만,-4.78%,51.77%,28.72%
930,SnowGem,XSG,342.22 백만,33.63,10.18 백만,97.22 백만,-0.38%,-3.57%,-25.79%
931,Repme,RPM,339.74 백만,0.009380,36.22 십억*,66.43 백만,-1.27%,8.18%,-28.29%
932,Stipend,SPD,339.33 백만,35.18,9.65 백만,1.45 백만,0.03%,-4.91%,-16.66%
933,Pluton,PLU,339.32 백만,399.21,850.00 천*,7.56 백만,-0.52%,3.08%,-8.56%
934,Kryll,KRL,338.91 백만,28.50,11.89 백만*,19.03 백만,0.14%,3.09%,-12.03%
935,BitCoen,BEN,337.17 백만,48.17,7.00 백만*,5.84 백만,0.05%,-24.93%,-7.72%
936,Bonpay,BON,324.40 백만,28.73,11.29 백만*,11.50 백만,-1.72%,-1.62%,-7.25%
937,Rupee,RUP,324.17 백만,12.63,25.67 백만,3.59 백만,-12.99%,-9.28%,-17.97%
938,Akroma,AKA,321.63 백만,17.85,18.02 백만,4.86 백만,-2.18%,0.01%,-35.40%
939,bitJob,STU,321.05 백만,4.47,71.80 백만*,5.56 백만,-0.02%,-11.15%,-23.91%
940,The ChampCoin,TCC,308.63 백만,1.81,170.72 백만,13.05 백만,-0.24%,-1.74%,-7.00%
941,Penguin Coin,PENG,307.91 백만,0.053656,5.74 십억,2.35 백만,0.69%,4.98%,29.12%
942,Kora Network ...,KNT,307.04 백만,1.02,300.00 백만*,23.92 백만,-15.39%,-14.98%,-27.79%
943,Ethereum Meta,ETHM,306.75 백만,3.48,88.02 백만*,1.40 백만,0.03%,-2.89%,-11.94%
944,Monoeci,XMCC,306.29 백만,37.38,8.19 백만,1.49 백만,0.87%,-0.55%,-7.53%
945,Parkgene,GENE,305.72 백만,1.04,294.76 백만*,20.03 백만,-5.95%,7.05%,-28.73%
946,Bigbom,BBO,301.68 백만,0.892591,337.98 백만*,168.65 백만,0.04%,-0.85%,-7.03%
947,Photon,PHO,300.17 백만,0.011491,26.12 십억,612.70 천,0.96%,22.68%,13.59%
948,XMCT,XMCT,299.62 백만,3.11,96.43 백만*,107.27 백만,0.06%,-8.35%,-18.65%
949,MetaMorph,METM,295.39 백만,4.28,69.00 백만*,14.18 백만,-3.82%,-5.43%,-32.35%
950,ATBCoin,ATB,293.50 백만,6.98,42.04 백만,4.00 십억,0.12%,-0.47%,-12.13%
951,SkyHub Coin,SHB,292.57 백만,1595.94,183.32 천,13.58 백만,-0.02%,-4.91%,-10.09%
952,Nullex,NLX,292.38 백만,7.22,40.48 백만,2.10 백만,0.03%,4.59%,-9.32%
953,FUTURAX,FTXT,291.30 백만,0.085514,3.41 십억*,7.52 백만,0.13%,-0.17%,-17.55%
954,Freyrchain,FREC,291.11 백만,0.582217,500.00 백만*,31.66 백만,0.89%,11.11%,-12.30%
955,GenesisX,XGS,286.54 백만,50.37,5.69 백만,1.40 백만,0.11%,-11.28%,-27.00%
956,Jury.Online T...,JOT,283.96 백만,31.47,9.02 백만*,19.73 백만,-2.26%,4.05%,0.65%
957,Bodhi [ETH],BOE,283.47 백만,19.29,14.69 백만*,13.01 백만,-0.06%,-0.70%,-8.62%
958,EtherGem,EGEM,281.51 백만,17.73,15.88 백만,3.01 백만,-1.98%,6.16%,-4.22%
959,CoinToGo,2GO,279.16 백만,68.50,4.08 백만,6.53 백만,0.06%,-10.18%,-6.91%
960,Leadcoin,LDC,273.44 백만,0.348597,784.40 백만*,12.64 백만,-0.40%,1.18%,-7.57%
961,ClearCoin,XCLR,259.97 백만,0.492478,527.87 백만*,1.18 백만,0.06%,-1.61%,10.84%
962,Sharpay,S,258.77 백만,0.274037,944.30 백만*,17.40 백만,-0.29%,-14.50%,-33.74%
963,Ether-1,ETHO,255.07 백만,14.65,17.41 백만,4.78 백만,0.57%,5.68%,8.10%
964,EverGreenCoin,EGC,254.94 백만,18.54,13.75 백만,4.55 백만,0.02%,1.69%,-5.15%
965,Kolion,KLN,251.39 백만,358.87,700.52 천,5.33 백만,0.60%,0.98%,5.08%
966,Bitzeny,ZNY,251.09 백만,3.32,75.61 백만,2.02 백만,-0.30%,-6.37%,-51.40%
967,TokenDesk,TDS,250.10 백만,24.33,10.28 백만*,45.66 백만,-4.67%,-3.25%,420.17%
968,Blocklancer,LNC,249.15 백만,2.07,120.14 백만*,14.31 백만,0.01%,-0.59%,-13.15%
969,RealChain,RCT,248.78 백만,0.718654,346.17 백만*,182.76 백만,-0.06%,1.38%,-12.01%
970,PutinCoin,PUT,248.22 백만,0.410716,604.35 백만,12.43 백만,-0.11%,6.30%,32.60%
971,Bitcoin Zero,BZX,247.72 백만,20.47,12.10 백만,15.77 백만,0.79%,-0.88%,-37.95%
972,AB-Chain RTB,RTB,247.26 백만,16.45,15.03 백만*,3.92 백만,-10.54%,-12.89%,-16.18%
973,VeriME,VME,242.99 백만,1.39,174.63 백만*,2.01 백만,-16.34%,-13.59%,-16.38%
974,Naviaddress,NAVI,242.49 백만,0.999735,242.55 백만*,78.19 백만,0.04%,-1.84%,-18.48%
975,SyncFab,MFG,242.40 백만,1.39,173.85 백만*,175.11 백만,1.88%,5.56%,-17.16%
976,SoMee.Social,ONG,240.12 백만,5.81,41.34 백만*,40.28 백만,0.00%,-3.96%,-30.39%
977,Quantis Network,QUAN,236.32 백만,70.18,3.37 백만,1.82 백만,0.70%,-5.40%,-23.29%
978,EXMR,EXMR,229.35 백만,19.20,11.95 백만*,4.32 백만,0.00%,-0.86%,-17.91%
979,Auxilium,AUX,228.87 백만,2.29,99.94 백만*,5.48 백만,19.82%,17.13%,40.94%
980,Mao Zedong,MAO,228.11 백만,36.18,6.31 백만,620.28 천,0.02%,1.48%,-7.78%
981,CryptoFlow,CFL,227.95 백만,2.57,88.77 백만,1.15 백만,-3.76%,6.63%,-13.26%
982,BEAT,BEAT,227.57 백만,1.99,114.38 백만*,13.04 백만,-0.43%,138.56%,-5.05%
983,Vivid Coin,VIVID,226.07 백만,56.38,4.01 백만,14.64 백만,3.90%,-4.21%,-35.63%
984,Origin Sport,ORS,225.89 백만,4.02,56.24 백만*,575.40 백만,-2.20%,14.71%,21.03%
985,BlitzPredict,XBP,223.67 백만,0.635766,351.81 백만*,12.88 백만,-0.03%,2.08%,3.56%
986,DaTa eXchange,DTX,221.30 백만,10.01,22.10 백만*,9.61 백만,0.20%,0.50%,-20.74%
987,BitRewards,BIT,220.31 백만,0.651628,338.09 백만*,35.71 백만,3.73%,5.87%,3.77%
988,EZToken,EZT,219.84 백만,19.11,11.51 백만*,8.00 백만,-0.03%,2.92%,-12.43%
989,ACE (TokenStars),ACE,214.95 백만,18.41,11.68 백만*,58.50 백만,-0.37%,4.68%,-35.77%
990,ZINC,ZINC,209.03 백만,47.36,4.41 백만*,6.28 백만,-1.95%,3.04%,-6.45%
991,More Coin,MORE,207.21 백만,103.60,2.00 백만*,762.45 천,-0.01%,3.11%,-10.25%
992,IONChain,IONC,206.83 백만,2.07,99.98 백만*,102.15 백만,0.00%,-5.47%,-8.66%
993,X-Cash,XCASH,203.13 백만,0.009458,21.48 십억,2.59 백만,0.81%,10.69%,13.26%
994,Bitcoin Token,BTK,198.45 백만,0.020493,9.68 십억*,32.49 백만,-0.49%,2.31%,10.66%
995,SportyCo,SPF,195.74 백만,3.67,53.29 백만*,35.00 백만,-5.05%,2.06%,-31.27%
996,CyberFM,CYFM,193.58 백만,0.003781,51.20 십억*,15.48 백만,-0.13%,-11.84%,-31.00%
997,XDNA,XDNA,191.83 백만,60.14,3.19 백만,1.88 백만,-0.84%,-0.25%,-6.01%
998,Gold Poker,GPKR,191.24 백만,107.29,1.78 백만*,29.26 백만,3.90%,-0.33%,23.21%
999,Zetacoin,ZET,190.78 백만,1.13,168.99 백만,14.05 백만,-3.82%,-2.44%,9.17%
1000,0xcert,ZXC,189.92 백만,1.65,115.00 백만*,116.53 백만,-1.33%,-3.42%,-15.88%
1001,MMOCoin,MMO,189.51 백만,4.27,44.34 백만,2.10 백만,17.88%,13.92%,-23.57%
1002,Italian Lira,ITL,187.58 백만,0.033877,5.54 십억*,55.87 백만,1.19%,3.35%,24.75%
1003,Octoin Coin,OCC,186.22 백만,457.98,406.63 천*,966.83 백만,-0.02%,-6.12%,-27.88%
1004,Coinlancer,CL,183.23 백만,2.59,70.67 백만*,1.49 백만,-4.07%,1.89%,-3.52%
1005,CFun,CFUN,182.86 백만,0.425827,429.43 백만*,34.08 백만,0.05%,4.07%,-13.22%
1006,Webchain,WEB,179.80 백만,2.74,65.62 백만,602.35 천,1.43%,3.22%,-5.23%
1007,Rapids,RPD,178.42 백만,0.074125,2.41 십억* ,2.91 백만,0.06%,0.06%,-31.10%
1008,No BS Crypto,NOBS,175.31 백만,0.149145,1.18 십억*,93.22 백만,-4.59%,-2.22%,-7.45%
1009,Sharechain,SSS,174.50 백만,0.068592,2.54 십억*,601.25 천,-0.05%,9.00%,-26.95%
1010,Teloscoin,TELOS,174.30 백만,4.64,37.57 백만,1.40 백만,0.52%,18.85%,-34.98%
1011,Engagement Token,ENGT,172.72 백만,0.415927,415.26 백만*,25.18 백만,0.09%,2.38%,-7.20%
1012,Elysian,ELY,170.33 백만,2.08,82.01 백만*,72.17 백만,-0.34%,-4.68%,-11.13%
