#,이름,종목,시가총액,가격,유통 공급량,24시간 거래량,1시간 변동률,24시간 변동률,7일 변동률
1017,GCN Coin,GCN,269.72 백만,0.001658,162.71 십억,836.04 천,0.00%,26.64%,7.91%
1018,Ether-1,ETHO,269.02 백만,15.32,17.56 백만,5.61 백만,0.05%,7.89%,2.08%
1019,Sharpay,S,268.93 백만,0.283292,949.30 백만*,36.31 백만,-1.77%,-2.87%,-89.57%
1020,PeepCoin,PCN,266.62 백만,0.008130,32.79 십억*,637.16 천,-0.12%,39.42%,32.36%
1021,Kolion,KLN,263.22 백만,375.75,700.52 천,4.10 백만,1.06%,3.20%,21.16%
1022,ClearCoin,XCLR,262.79 백만,0.497820,527.87 백만*,942.66 천,-3.53%,11.05%,-22.29%
1023,Xchange,XCG,258.96 백만,36.78,7.04 백만,961.35 천,-0.18%,9.30%,0.03%
1024,TokenDesk,TDS,256.40 백만,24.95,10.28 백만*,36.12 백만,-0.72%,9.69%,265.33%
1025,GenesisX,XGS,256.20 백만,44.81,5.72 백만,1.00 백만,-0.26%,-2.67%,-35.71%
1026,SyncFab,MFG,254.91 백만,1.47,173.85 백만*,247.04 백만,0.13%,18.01%,-1.71%
1027,Menlo One,ONE,254.64 백만,0.847660,300.40 백만*,1.79 백만,-1.65%,7.82%,-56.75%
1028,CryptoFlow,CFL,253.84 백만,2.77,91.47 백만,2.72 백만,0.73%,-0.95%,3.82%
1029,X-Cash,XCASH,250.79 백만,0.011555,21.70 십억,6.59 백만,0.11%,5.70%,17.57%
1030,Knoxstertoken,FKX,243.91 백만,2.12,114.96 백만*,1.39 백만,-3.83%,0.71%,17.20%
1031,Blocklancer,LNC,243.47 백만,2.03,120.14 백만*,13.68 백만,-0.07%,4.75%,-4.44%
1032,Mao Zedong,MAO,242.92 백만,38.52,6.31 백만,636.57 천,-0.24%,6.33%,1.72%
1033,SoMee.Social,ONG,239.45 백만,5.79,41.34 백만*,12.47 백만,0.00%,0.00%,-15.23%
1034,808Coin,808,237.97 백만,0.000217,1.10 조,766.41 천,-0.32%,18.06%,7.41%
1035,IONChain,IONC,236.80 백만,2.37,99.98 백만*,152.17 백만,4.15%,9.14%,9.33%
1036,EZToken,EZT,235.10 백만,20.43,11.51 백만*,10.13 백만,-0.11%,9.11%,-2.87%
1037,BlitzPredict,XBP,234.45 백만,0.666398,351.81 백만*,4.94 백만,-0.04%,7.12%,2.69%
1038,EXMR,EXMR,229.15 백만,19.17,11.95 백만*,12.41 백만,0.01%,0.26%,-7.25%
1039,More Coin,MORE,229.09 백만,114.55,2.00 백만*,1.34 백만,-0.23%,10.54%,1.08%
1040,0xcert,ZXC,229.06 백만,1.99,115.00 백만*,279.39 백만,-0.23%,15.14%,30.13%
1041,CyberFM,CYFM,228.63 백만,0.004465,51.20 십억*,18.93 백만,0.08%,16.85%,-13.83%
1042,DaTa eXchange,DTX,222.77 백만,10.08,22.10 백만*,41.90 백만,0.03%,2.09%,-12.20%
1043,Mindexcoin,MIC,219.31 백만,10.65,20.60 백만*,2.37 백만,-0.07%,7.90%,4.74%
1044,Italian Lira,ITL,219.09 백만,0.039569,5.54 십억*,26.19 백만,-3.65%,7.01%,9.70%
1045,BitRewards,BIT,216.00 백만,0.639962,337.51 백만*,37.55 백만,-2.77%,5.62%,3.72%
1046,ZINC,ZINC,215.90 백만,49.27,4.38 백만*,1.30 백만,-0.13%,3.64%,-7.79%
1047,Bitcoin Token,BTK,213.59 백만,0.022057,9.68 십억*,35.51 백만,-0.38%,7.91%,16.11%
1048,No BS Crypto,NOBS,208.49 백만,0.174150,1.20 십억*,312.89 백만,0.13%,12.23%,12.99%
1049,Auxilium,AUX,208.48 백만,2.09,99.94 백만*,6.14 백만,-0.13%,1.49%,30.27%
1050,XDNA,XDNA,208.43 백만,65.14,3.20 백만,3.55 백만,0.31%,7.93%,-2.11%
1051,Origin Sport,ORS,207.28 백만,3.69,56.24 백만*,226.48 백만,-0.04%,2.54%,-2.54%
1052,SportyCo,SPF,206.74 백만,3.88,53.29 백만*,43.36 백만,-0.42%,16.07%,-25.53%
1053,ACE (TokenStars),ACE,205.99 백만,17.64,11.68 백만*,89.07 백만,-4.03%,1.14%,-20.50%
1054,HireMatch,HIRE,204.85 백만,6.35,32.24 백만*,2.91 백만,-0.08%,70.83%,50.15%
1055,CampusCoin,CMPCO,201.46 백만,0.395054,509.96 백만,1.15 백만,-0.24%,1.91%,-3.96%
1056,Zetacoin,ZET,201.42 백만,1.19,169.00 백만,14.59 백만,-1.04%,-2.85%,-3.53%
1057,Sharechain,SSS,201.16 백만,0.079073,2.54 십억*,644.66 천,-0.05%,1.58%,-2.55%
1058,Social Activi...,SAT,201.12 백만,1.58,126.97 백만*,4.64 백만,1.29%,22.98%,91.78%
1059,Actinium,ACM,195.78 백만,29.18,6.71 백만,2.19 백만,-0.01%,9.80%,-4.03%
1060,Aigang,AIX,195.36 백만,8.78,22.25 백만*,15.95 백만,-5.70%,18.92%,15.08%
1061,Webchain,WEB,193.53 백만,2.92,66.19 백만,743.23 천,0.50%,11.52%,-3.87%
1062,Gold Poker,GPKR,192.62 백만,107.00,1.80 백만*,13.17 백만,-0.53%,3.13%,4.82%
1063,EUNOMIA,ENTS,192.46 백만,0.011702,16.45 십억*,5.01 백만,-0.58%,17.44%,8.98%
1064,Engagement Token,ENGT,190.35 백만,0.458396,415.26 백만*,25.87 백만,-0.48%,4.78%,6.49%
1065,CFun,CFUN,190.03 백만,0.442507,429.43 백만*,33.66 백만,5.47%,6.99%,-9.86%
1066,Rapids,RPD,189.67 백만,0.078801,2.41 십억*,1.60 백만,-13.79%,45.26%,-18.72%
1067,Digital Insur...,DIT,189.30 백만,0.902571,209.73 백만*,972.47 천,-0.14%,22.24%,-5.56%
1068,Iungo,ING,188.83 백만,4.72,40.00 백만*,35.88 백만,1.75%,20.01%,1.21%
1069,Webcoin,WEB,187.82 백만,5.61,33.47 백만*,574.82 백만,-0.02%,7.42%,-6.96%
1070,BLOC.MONEY,BLOC,187.24 백만,23.71,7.90 백만*,568.53 천,-0.18%,23.17%,-13.06%
1071,Elysian,ELY,184.79 백만,2.25,82.01 백만*,328.11 백만,0.16%,6.06%,4.54%
1072,Jetcoin,JET,183.36 백만,26.87,6.82 백만*,13.63 백만,-0.57%,-2.68%,83.54%
1073,FORCE,FOR,183.21 백만,1.30,140.52 백만*,686.21 천,-0.18%,0.25%,30.55%
1074,Alt.Estate token,ALT,182.32 백만,0.258089,706.42 백만*,5.20 백만,1.12%,61.36%,68.51%
1075,Aditus,ADI,179.52 백만,0.766795,234.11 백만*,49.42 백만,1.89%,8.98%,11.99%
1076,Coinlancer,CL,178.60 백만,2.53,70.67 백만*,2.60 백만,-0.17%,-3.69%,-12.55%
1077,Aegeus,AEG,178.56 백만,6.90,25.88 백만*,1.19 백만,0.83%,5.90%,18.53%
1078,FantasyGold,FGC,178.51 백만,14.80,12.06 백만,837.49 천,3.69%,11.16%,1.81%
1079,CREA,CREA,176.28 백만,9.84,17.92 백만,712.56 천,4.91%,24.84%,-0.20%
1080,ModulTrade,MTRC,171.82 백만,4.73,36.32 백만*,29.35 백만,-0.04%,-14.53%,-21.52%
1081,BitWhite,BTW,170.32 백만,4.69,36.33 백만,228.15 백만,0.06%,5.33%,-1.44%
1082,Amon,AMN,168.57 백만,0.447513,376.68 백만*,4.21 백만,1.54%,16.12%,9.05%
1083,Absolute,ABS,168.41 백만,20.78,8.10 백만,2.66 백만,-0.05%,10.55%,15.91%
1084,Transcodium,TNS,168.33 백만,3.33,50.55 백만*,209.73 백만,3.09%,21.62%,45.56%
1085,Hurify,HUR,164.57 백만,0.824386,199.63 백만*,5.12 백만,-0.14%,7.56%,-20.59%
1086,Teloscoin,TELOS,164.40 백만,4.36,37.71 백만,665.64 천,-0.18%,7.89%,-11.99%
1087,Quantis Network,QUAN,160.49 백만,47.34,3.39 백만,11.80 백만,-8.77%,10.46%,-42.05%
1088,BEAT,BEAT,159.87 백만,1.37,116.53 백만*,45.15 백만,-0.28%,-7.80%,-30.28%
1089,DraftCoin,DFT,159.22 백만,19.55,8.14 백만*,3.27 백만,-0.18%,7.01%,6.09%
1090,BBSCoin,BBS,158.73 백만,0.002277,69.71 십억*,1.36 백만,-0.19%,43.31%,37.21%
1091,Moin,MOIN,158.33 백만,19.71,8.03 백만*,815.56 천,-0.18%,11.17%,2.00%
1092,BriaCoin,BRIA,157.06 백만,211.27,743.43 천*,4.83 백만,-0.03%,8.13%,24.74%
1093,ERC20,ERC20,155.95 백만,22.28,7.00 백만*,37.22 백만,-0.29%,7.40%,0.41%
1094,Beetle Coin,BEET,151.25 백만,0.907674,166.64 백만,2.68 백만,3.96%,8.46%,6.83%
1095,bitEUR,BITEUR,149.85 백만,1391.27,107.71 천*,714.72 천,3.23%,2.89%,-2.28%
1096,nDEX,NDX,149.78 백만,0.009997,14.98 십억*,3.71 백만,0.46%,0.60%,38.85%
1097,ShowHand,HAND,148.71 백만,0.002402,61.91 십억*,93.95 백만,0.30%,2.53%,-0.62%
1098,CryCash,CRC,148.65 백만,32.33,4.60 백만*,664.35 천,-0.30%,8.41%,20.16%
1099,PAWS Fund,PAWS,148.55 백만,793.19,187.28 천,3.51 백만,1.57%,1.40%,-14.71%
1100,Castle,CSTL,148.15 백만,13.01,11.39 백만,11.78 백만,0.83%,-7.28%,-47.69%
1101,Condominium,CDM,145.69 백만,0.134819,1.08 십억*,3.56 백만,-0.19%,6.98%,-21.54%
1102,Blocknode,BND,144.84 백만,1.46,99.44 백만,1.37 백만,-0.18%,7.04%,10.08%
1103,Provoco Token,VOCO,142.52 백만,0.961796,148.18 백만*,88.17 백만,-1.70%,0.19%,-24.19%
1104,Fabric Token,FT,142.20 백만,5.78,24.59 백만*,676.95 천,-0.06%,-29.79%,-15.97%
1105,AllSafe,ASAFE2,140.25 백만,14.47,9.69 백만*,935.27 천,-0.56%,-5.62%,7.45%
1106,Rupaya,RUPX,136.67 백만,3.65,37.46 백만*,2.58 백만,-1.68%,-1.00%,-14.52%
1107,Advanced Tech...,ARC,136.37 백만,5.40,25.27 백만,747.55 천,-1.87%,1.30%,-19.73%
1108,Project Coin,PRJ,135.07 백만,24.21,5.58 백만*,5.27 백만,1.37%,13.09%,-19.34%
1109,Vivid Coin,VIVID,134.39 백만,33.39,4.02 백만,9.86 백만,-30.91%,-26.37%,-64.42%
1110,APR Coin,APR,128.25 백만,20.54,6.24 백만,7.27 백만,-0.18%,6.33%,-26.96%
1111,Blockchain Ce...,BCDT,127.41 백만,4.09,31.14 백만*,1.60 백만,-0.04%,0.56%,-40.65%
1112,Typerium,TYPE,127.28 백만,1.71,74.41 백만*,1.98 백만,-0.06%,245.09%,110.19%
1113,Suretly,SUR,126.25 백만,539.80,233.88 천*,10.47 백만,0.05%,7.51%,6.85%
1114,XGOX,XGOX,125.01 백만,0.052534,2.38 십억,2.34 백만,0.25%,-5.02%,-5.66%
1115,Pigeoncoin,PGN,121.74 백만,0.079756,1.53 십억,661.20 천,-0.20%,5.92%,-26.50%
1116,Lobstex,LOBS,119.61 백만,10.35,11.56 백만,23.93 백만,0.27%,-9.56%,-11.23%
1117,Cazcoin,CAZ,119.34 백만,3.12,38.24 백만*,7.95 백만,-4.98%,-12.72%,-50.96%
1118,Compound Coin,COMP,118.61 백만,0.005800,20.45 십억,677.40 천,0.32%,-14.56%,-15.23%
1119,Intelligent T...,ITT,117.82 백만,12.02,9.80 백만*,1.05 백만,-1.34%,6.31%,24.05%
1120,Octoin Coin,OCC,117.25 백만,288.35,406.63 천*,1.03 십억,-0.43%,5.05%,-56.93%
1121,Knekted,KNT,115.49 백만,0.577469,200.00 백만*,1.92 백만,-0.18%,-2.50%,6.74%
1122,ArbitrageCT,ARCT,113.53 백만,1.26,90.15 백만*,648.81 천,-0.19%,10.73%,-6.05%
1123,MicroMoney,AMM,112.56 백만,8.71,12.93 백만*,10.65 백만,0.12%,3.81%,2.45%
1124,MMOCoin,MMO,111.81 백만,2.49,44.93 백만,2.21 백만,22.22%,-1.53%,-38.97%
1125,Fivebalance,FBN,110.05 백만,0.006748,16.31 십억*,12.38 백만,-4.18%,38.49%,28.38%
1126,MASTERNET,MASH,107.76 백만,3.40,31.69 백만*,4.03 백만,-0.36%,-6.58%,-45.86%
1127,BitMoney,BIT,106.42 백만,3.76,28.30 백만,868.45 천,1.24%,7.91%,-11.87%
1128,IGToken,IG,102.31 백만,0.055652,1.84 십억*,137.27 백만,0.00%,7.31%,-8.05%
1129,WITChain,WIT,101.24 백만,0.067495,1.50 십억*,351.09 백만,-0.16%,4.89%,-1.26%
1130,GoHelpFund,HELP,100.51 백만,31.95,3.15 백만*,9.98 백만,23.81%,-25.72%,-38.62%
1131,PKG Token,PKG,96.47 백만,0.010756,8.97 십억*,12.01 백만,-0.34%,7.23%,31.77%
1132,Datarius Credit,DTRC,95.09 백만,0.744344,127.76 백만*,1.76 십억,-0.49%,7.48%,5.38%
1133,Jesus Coin,JC,94.77 백만,0.005271,17.98 십억*,2.79 백만,-0.04%,7.55%,-13.59%
1134,KWHCoin,KWH,93.90 백만,0.096996,968.04 백만*,66.69 백만,0.88%,-12.74%,-93.10%
1135,QYNO,QNO,93.86 백만,87.29,1.08 백만,36.38 백만,-4.70%,-43.27%,22.06%
1136,Unify,UNIFY,93.70 백만,5.17,18.12 백만*,1.13 백만,24.26%,29.27%,12.76%
1137,Growers Inter...,GRWI,90.37 백만,75.38,1.20 백만*,791.36 천,-0.18%,1.32%,30.40%
1138,Bitnation,XPAT,83.31 백만,0.006622,12.58 십억*,1.04 백만,-2.28%,3.53%,39.11%
1139,DarexTravel,DART,82.35 백만,0.000978,84.16 십억*,1.68 백만,0.24%,5.44%,12.71%
1140,Emphy,EPY,80.18 백만,10.15,7.90 백만*,582.01 천,0.40%,4.70%,7.16%
1141,CryptoSoul,SOUL,78.96 백만,0.703679,112.21 백만*,7.11 백만,-0.11%,5.50%,-0.80%
1142,BitcoiNote,BTCN,78.95 백만,8.10,9.75 백만,1.14 백만,-2.54%,28.27%,49.59%
1143,Ethereum Gold,ETG,78.25 백만,6.52,12.00 백만*,2.10 백만,-0.14%,-2.91%,12.10%
1144,Bitblocks,BBK,75.77 백만,0.643594,117.74 백만,1.72 백만,-4.82%,9.80%,-6.82%
1145,Waletoken,WTN,74.01 백만,0.005054,14.64 십억*,3.84 백만,9.22%,24.39%,-3.66%
1146,RouletteToken,RLT,72.27 백만,7.07,10.22 백만*,5.64 백만,0.48%,3.86%,9.28%
1147,SCRIV NETWORK,SCRIV,71.44 백만,2.89,24.74 백만,7.83 백만,-0.18%,9.64%,-28.46%
1148,Crystal Token,CYL,70.70 백만,125.28,564.38 천*,1.51 백만,-0.12%,8.98%,11.27%
1149,Bitcoinus,BITS,69.54 백만,1.54,45.29 백만*,91.12 백만,17.55%,29.85%,33.92%
1150,Tourist Token,TOTO,68.86 백만,0.014430,4.77 십억*,13.10 백만,20.85%,14.17%,14.83%
1151,BunnyToken,BUNNY,65.50 백만,0.556127,117.79 백만*,7.94 백만,-2.26%,-2.76%,-24.33%
1152,WhaleCoin,WHL,65.24 백만,6.40,10.19 백만,60.04 백만,3.66%,4.48%,10.31%
1153,SONDER,SNR,64.97 백만,0.548238,118.50 백만*,11.97 백만,-0.04%,13.14%,57.09%
1154,Plancoin,PLAN,63.95 백만,2.37,26.98 백만,9.77 백만,-0.18%,6.33%,-24.11%
1155,Bitcoin X,BTX,62.92 백만,21.97,2.86 백만*,1.07 백만,-5.06%,1.07%,-3.00%
1156,VikkyToken,VIKKY,62.86 백만,0.016866,3.73 십억*,10.91 백만,-0.33%,41.20%,61.85%
1157,XOVBank,XOV,62.22 백만,0.790308,78.73 백만*,9.46 백만,2.44%,-19.31%,-62.74%
1158,CyberMusic,CYMT,59.39 백만,0.004155,14.29 십억*,6.07 백만,0.59%,8.83%,-17.48%
1159,Numus,NMS,58.62 백만,21.31,2.75 백만*,1.87 백만,-0.18%,26.11%,47.97%
1160,TEAM (TokenSt...,TEAM,56.41 백만,4.98,11.34 백만*,7.40 백만,1.41%,-7.92%,-4.67%
1161,MCAP,MCAP,53.94 백만,5.14,10.49 백만*,655.31 천,0.34%,-10.40%,-4.65%
1162,Neural Protocol,NRP,53.84 백만,0.007317,7.36 십억*,20.56 백만,7.39%,18.51%,15.94%
1163,Thunderstake,TSC,53.12 백만,0.117198,453.24 백만,601.77 천,46.29%,89.28%,49.06%
1164,empowr coin,EMPR,51.93 백만,0.000297,174.71 십억*,202.51 백만,0.31%,-15.93%,-92.72%
1165,Atheios,ATH,49.61 백만,4.82,10.29 백만,925.87 천,-4.73%,4.33%,19.24%
1166,ELTCOIN,ELTCOIN,48.97 백만,0.544102,90.00 백만*,1.02 백만,-0.04%,8.23%,-3.99%
1167,PrimeStone,PSC,48.74 백만,7.91,6.16 백만,1.05 백만,-0.18%,2.39%,-46.23%
1168,Altcoin,ALT,43.79 백만,355.55,123.18 천*,2.35 백만,-0.18%,10.96%,-32.41%
1169,Phonecoin,PHON,43.04 백만,13.52,3.18 백만,616.34 천,1.64%,-3.05%,-25.30%
1170,Steneum Coin,STN,42.59 백만,14.55,2.93 백만 *,3.38 백만,-0.20%,3.56%,0.82%
1171,BZLCOIN,BZL,38.22 백만,19.85,1.93 백만,4.16 백만,-0.18%,11.39%,-6.64%
1172,Pakcoin,PAK,37.03 백만,0.552965,66.96 백만,4.98 백만,-0.17%,23.50%,-16.48%
1173,Thore Cash,TCH,36.03 백만,0.930140,38.74 백만*,3.51 백만,0.01%,22.52%,-21.61%
1174,Desire,DSR,35.51 백만,5.91,6.00 백만,8.30 백만,5.41%,13.57%,26.58%
1175,Mirai,MRI,35.14 백만,10.32,3.41 백만,1.90 백만,-0.15%,4.96%,-14.23%
1176,Micromines,MICRO,34.62 백만,0.002473,14.00 십억*,19.64 백만,-8.36%,-17.59%,-27.00%
1177,Zenswap Netwo...,ZNT,32.02 백만,0.005214,6.14 십억*,4.93 백만,-0.10%,-1.86%,-5.74%
1178,Decentralized...,DATP,30.28 백만,0.003342,9.06 십억*,3.34 백만,0.06%,16.26%,13.70%
1179,IXTUS Edutain...,IXE,30.17 백만,1.27,23.85 백만*,972.76 천,-16.93%,-10.63%,29.64%
1180,Dinero,DIN,28.44 백만,3.47,8.19 백만,931.43 천,0.27%,11.40%,0.76%
1181,Bitether,BTR,28.02 백만,1.19,23.64 백만*,4.32 백만,-6.42%,-1.85%,-18.75%
1182,Nyerium,NYEX,27.87 백만,1.47,18.92 백만*,1.05 백만,1.09%,3.89%,45.46%
1183,Safe Trade Coin,XSTC,25.83 백만,0.079019,326.83 백만*,570.41 천,-0.18%,-46.19%,-33.61%
1184,DeltaChain,DELTA,25.43 백만,0.005676,4.48 십억*,2.80 백만,-0.44%,7.29%,3.36%
1185,Abulaba,AAA,25.22 백만,1.67,15.09 백만*,574.41 천,-0.18%,21.88%,-29.82%
1186,Azart,AZART,24.92 백만,7.87,3.17 백만,1.05 백만,-0.19%,-2.83%,-0.83%
1187,Gossipcoin,GOSS,21.69 백만,0.197548,109.78 백만,732.97 천,2.42%,18.28%,8.38%
1188,Bionic,BNC,20.09 백만,0.037459,536.24 백만*,10.29 백만,0.19%,1.44%,-3.47%
1189,Havy,HAVY,19.67 백만,0.003867,5.09 십억*,4.45 백만,-5.69%,-0.15%,-6.01%
1190,Mainstream Fo...,MFTU,19.53 백만,0.079701,245.00 백만*,3.44 백만,-0.25%,19.35%,32.81%
1191,Cryptrust,CTRT,18.88 백만,0.003562,5.30 십억*,3.13 백만,0.15%,22.43%,-7.66%
1192,Joint Ventures,JOINT,16.46 백만,0.752326,21.88 백만*,1.67 백만,-2.94%,-2.35%,18.63%
1193,Sub Invest,SUBX,15.57 백만,0.000040,393.99 십억,5.27 백만,-0.24%,-26.39%,-49.43%
1194,Ether Kingdom...,IMP,15.27 백만,32.80,465.47 천*,10.00 백만,0.71%,-0.34%,-14.97%
1195,YoloCash,YLC,11.79 백만,0.399817,29.50 백만*,2.70 백만,-0.04%,1.84%,-15.23%
1196,KUN,KUN,9.82 백만,4911.03,2.00 천*,8.10 백만,-0.22%,-1.63%,-14.01%
1197,Peony,PNY,7.89 백만,1.40,5.65 백만,1.42 백만,13.18%,29.99%,3.79%
1198,Alpha Coin,APC,7.37 백만,0.835508,8.83 백만*,53.88 백만,-0.17%,8.33%,45.29%
1199,Cyber Movie C...,CMCT,7.17 백만,0.000358,20.00 십억*,1.69 백만,1.52%,4.47%,-14.17%
1200,PRCoin,PRC,6.33 백만,0.237057,26.68 백만,18.03 백만,-0.26%,27.59%,18.40%
1201,PAXEX,PAXEX,2.92 백만,0.144302,20.26 백만,2.14 백만,-15.35%,32.87%,-89.04%
1202,Nectar,NEC,24.57 십억,298.35,82.35 백만*,402.48 천,-14.36%,-8.41%,-7.36%
1203,BHPCash,BHPC,20.10 십억,594.00,33.85 백만*,0.00 ,-2.72%,1.13%,-17.12%
1204,Dynamic Tradi...,DTR,19.07 십억,15.67,1.22 십억*,563.02 천,-0.78%,11.87%,4.64%
1205,Neumark,NEU,14.48 십억,313.89,46.13 백만*,509.87 천,0.05%,4.61%,5.01%
1206,Aston,ATX,7.42 십억,9.01,824.00 백만*,446.33 천,-0.18%,15.44%,1.52%
1207,Lykke,LKK,6.56 십억,20.70,316.81 백만*,0.00 ,0.08%,-2.92%,2.12%
1208,DEW,DEW,6.13 십억,59.38,103.24 백만*,392.46 천,-0.18%,4.42%,1.40%
1209,Cofound.it,CFI,5.01 십억,15.41,325.00 백만*,294.96 천,-0.13%,4.74%,2.11%
1210,PlayCoin [ERC20],PLY,4.91 십억,33.44,146.78 백만*,0.00 ,-1.27%,4.19%,-4.00%
1211,Ecobit,ECOB,4.76 십억,10.71,444.44 백만*,42.05 천,1.06%,68.52%,10.29%
1212,Primalbase Token,PBT,3.61 십억,2888147,1.25 천*,35.70 천,-0.24%,-5.45%,-19.05%
1213,Bittwatt,BWT,3.54 십억,12.22,289.65 백만*,106.15 천,-0.12%,25.61%,-0.05%
1214,MassGrid,MGD,3.28 십억,62.14,52.84 백만*,0.00 ,-0.48%,13.04%,25.45%
1215,Proxeus,XES,3.11 십억,15.29,203.24 백만*,306.86 천,-0.04%,89.91%,50.91%
1216,Winding Tree,LIF,2.99 십억,147.55,20.26 백만*,181.27 천,-0.04%,11.49%,17.73%
1217,Rubycoin,RBY,2.73 십억,103.40,26.39 백만*,7.11 천,-0.18%,13.92%,9.50%
1218,Rise,RISE,2.39 십억,18.08,131.98 백만*,264.15 천,-0.24%,1.30%,3.01%
1219,Ivy,IVY,2.38 십억,7.76,307.09 백만*,217.99 천,-0.12%,8.10%,0.57%
1220,AsiaCoin,AC,2.23 십억,0.987738,2.26 십억,5.60 천,-0.18%,6.33%,8.34%
1221,Coinvest,COIN,2.20 십억,186.23,11.80 백만*,490.57 천,-0.04%,26.55%,60.19%
1222,LocalCoinSwap,LCS,2.15 십억,41.13,52.36 백만*,185.98 천,-0.18%,6.33%,-0.89%
1223,Mass Vehicle ...,MVL,2.15 십억,0.408169,5.28 십억*,139.00 천,-0.07%,-27.48%,-41.98%
1224,Ondori,RSTR,2.11 십억,0.057719,36.61 십억,348.55 천,0.15%,13.85%,-27.29%
1225,Semux,SEM,2.07 십억,233.11,8.89 백만,173.10 천,-0.18%,4.65%,7.23%
1226,Maecenas,ART,2.02 십억,51.36,39.29 백만*,10.00 천,-0.18%,-7.53%,-2.05%
1227,MintCoin,MINT,1.97 십억,0.079051,24.95 십억*,394.68 천,-0.18%,-17.87%,1.47%
1228,OracleChain,OCT,1.80 십억,60.00,30.00 백만*,512.50 천,-0.04%,22.66%,-38.01%
1229,Espers,ESP,1.80 십억,0.079019,22.74 십억,11.34 천,-0.24%,6.33%,41.70%
1230,Zephyr,ZEPH,1.79 십억,6.31,284.38 백만*,432.17 천,-0.14%,14.15%,11.40%
1231,Starta,STA,1.79 십억,345.03,5.18 백만*,85.62 천,0.56%,9.87%,45.79%
1232,RoBET,ROBET,1.74 십억,2177.77,798.70 천*,74.26 천,-0.18%,7.16%,1.88%
1233,Zeitcoin,ZEIT,1.59 십억,0.042938,36.97 십억,246.54 천,0.02%,109.60%,127.18%
1234,AMLT,AMLT,1.58 십억,17.83,88.56 백만*,309.55 천,0.08%,31.31%,-16.82%
1235,FNKOS,FNKOS,1.57 십억,11.40,138.16 백만*,127.26 천,-23.59%,-19.98%,45.03%
1236,LoMoCoin,LMC,1.57 십억,6.21,252.71 백만*,150.68 천,-0.24%,4.02%,1.69%
1237,Kind Ads Token,KIND,1.53 십억,43.45,35.32 백만*,10.43 천,-0.11%,-4.15%,-4.13%
1238,Mysterium,MYST,1.49 십억,63.54,23.51 백만*,206.88 천,-2.13%,14.01%,40.18%
1239,Block-Chain.com,BC,1.39 십억,138.08,10.05 백만*,34.34 천,2.78%,695.49%,194.78%
1240,Sequence,SEQ,1.37 십억,29.63,46.20 백만,100.02 천,-0.18%,7.77%,4.75%
1241,Motocoin,MOTO,1.37 십억,69.65,19.64 백만,0.00 ,0.00%,8.79%,9.98%
1242,PetroDollar,XPD,1.34 십억,20.98,63.99 백만,170.33 천,-0.26%,-5.43%,53.36%
1243,Open Platform,OPEN,1.32 십억,3.04,436.11 백만*,0.00 ,0.00%,0.00%,0.00%
1244,Soniq,SONIQ,1.31 십억,29.01,45.00 백만*,131.24 천,-0.21%,4.23%,-11.77%
1245,Linfinity,LFT,1.29 십억,2.36,545.92 백만*,0.00 ,2.45%,-3.07%,-52.28%
1246,Rivetz,RVT,1.25 십억,47.58,26.24 백만*,39.89 천,-0.16%,6.26%,0.74%
1247,TittieCoin,TIT,1.24 십억,0.987738,1.26 십억,127.75 천,-0.18%,-6.00%,-24.75%
1248,REAL,REAL,1.23 십억,122.75,10.06 백만*,0.00 ,0.00%,0.00%,-7.49%
1249,HiCoin,XHI,1.22 십억,0.276044,4.43 십억,523.69 천,0.43%,8.31%,-3.75%
1250,Vites,VITES,1.19 십억,0.039510,30.11 십억,8.20 천,-0.18%,6.33%,1.19%
1251,bitqy,BQ,1.11 십억,0.355586,3.11 십억*,175.74 천,-0.18%,22.93%,6.41%
1252,Cryptopay,CPAY,1.08 십억,15.81,68.33 백만*,2.61 천,-0.04%,13.65%,3.37%
1253,APX,APX,1.07 십억,1528.23,703.18 천*,24.62 천,-0.24%,1.70%,-3.54%
1254,Russian Miner...,RMC,1.07 십억,711172,1.51 천*,1.78 천,-0.18%,-60.13%,-36.46%
1255,Effect.AI,EFX,1.05 십억,5.09,206.67 백만*,231.47 천,-0.17%,-23.13%,-32.94%
1256,CHIPS,CHIPS,1.02 십억,48.52,21.00 백만,0.00 ,0.00%,0.00%,-6.28%
1257,New Power Coin,NPW,1.01 십억,53.61,18.75 백만,302.44 천,-0.18%,-6.73%,-43.74%
1258,Ergo,EFYT,994.55 백만,2503.27,397.30 천*,11.57 천,2.54%,2.10%,59.63%
1259,Ethbits,ETBS,981.42 백만,600.37,1.63 백만*,0.00 ,0.00%,11.35%,15.73%
1260,COPYTRACK,CPY,969.89 백만,31.12,31.17 백만*,253.96 천,-0.07%,8.72%,-2.40%
1261,BDT Token,BDT,939.54 백만,2.75,341.84 백만*,254.43 천,64.06%,-15.95%,-18.57%
1262,Smoke,SMOKE,932.87 백만,46.35,20.13 백만*,2.75 천,-0.32%,26.36%,-13.63%
1263,Tokes,TKS,866.30 백만,250.69,3.46 백만*,380.41 천,-0.20%,10.35%,1.34%
1264,Sense,SENSE,860.19 백만,3.44,249.91 백만*,11.74 천,-0.89%,7.06%,19.05%
1265,W3Coin,W3C,855.10 백만,0.015813,54.08 십억*,498.00 천,-0.05%,18.52%,29.20%
