#,이름,종목,시가총액,가격,유통 공급량,24시간 거래량,1시간 변동률,24시간 변동률,7일 변동률
1495,Synergy,SNRG,66.31 백만,15.78,4.20 백만*,3.85 천,-1.68%,14.95%,-48.80%
1496,Titcoin,TIT,65.77 백만,1.32,49.90 백만,5.53 천,-1.69%,9.84%,35.01%
1497,Shekel,JEW,65.69 백만,0.517538,126.93 백만*,21.04 천,-3.12%,-23.45%,-10.06%
1498,Pure,PUREX,65.16 백만,3.88,16.81 백만,1.90 천,-1.69%,-1.00%,-4.40%
1499,Obsidian,ODN,64.93 백만,2.6,25.00 백만*,376.88 천,-0.19%,5.47%,17.34%
1500,dietbitcoin,DDX,63.33 백만,27.14,2.33 백만,84.67,-1.68%,20.69%,-25.84%
1501,EagleX,EGX,62.49 백만,1.86,33.58 백만*,33.12 천,-1.70%,-3.98%,109.12%
1502,Version,V,62.39 백만,0.116299,536.49 백만,31.58 천,-1.68%,-4.70%,-13.96%
1503,Bitcoin W Spe...,BWS,62.37 백만,0.592862,105.20 백만*,42.35 천,-2.02%,-3.95%,-8.22%
1504,Bitcoin Red,BTCRED,62.14 백만,3.02,20.55 백만*,25.71 천,-1.68%,-17.59%,-3.12%
1505,Mincoin,MNC,61.82 백만,12.2,5.07 백만,81.43 천,31.67%,20.78%,9.52%
1506,OPCoinX,OPCX,60.60 백만,0.780481,77.64 백만,121.61 천,-1.71%,-8.39%,-31.35%
1507,Crowdholding,YUP,60.17 백만,0.40466,148.69 백만*,0,-3.09%,-5.03%,-26.22%
1508,Darsek,KED,59.40 백만,2.48,23.97 백만,0,0.00%,0.00%,-12.69%
1509,Arepacoin,AREPA,58.58 백만,3.92,14.96 백만,177.60 천,-1.69%,-15.99%,19.60%
1510,Viuly,VIU,58.23 백만,0.155065,375.49 백만*,341.84 천,-1.69%,18.89%,-3.67%
1511,Local World F...,LWF,57.46 백만,0.577795,99.45 백만*,77.10 천,-0.89%,-12.20%,-46.26%
1512,ICO OpenLedger,ICOO,57.40 백만,123.19,465.95 천*,0.63,-1.06%,-2.79%,5.93%
1513,AquariusCoin,ARCO,57.12 백만,27.87,2.05 백만*,77.53 천,-1.88%,3.13%,-31.48%
1514,Aricoin,ARI,57.04 백만,0.245385,232.43 백만,21.68 천,-1.53%,3.20%,-13.28%
1515,TOKYO,TOKC,57.03 백만,0.267048,213.56 백만*,1.04 천,-1.39%,-6.68%,-19.01%
1516,Netko,NETKO,56.45 백만,8.36,6.75 백만,0,0.00%,-0.02%,-36.41%
1517,Masternodecoin,MTNC,56.30 백만,1.05,53.79 백만*,9.14 천,-5.68%,-21.49%,-25.06%
1518,Joincoin,J,56.03 백만,17.41,3.22 백만,6.41 천,-1.69%,-3.98%,-23.85%
1519,Crystal Clear,CCT,55.84 백만,10.69,5.22 백만*,88.18 천,-1.94%,-9.40%,-27.37%
1520,InsaneCoin,INSN,55.47 백만,2.4,23.08 백만,25.37 천,-1.70%,-2.71%,-25.71%
1521,Printex,PRTX,54.77 백만,3.1,17.66 백만,173.68 천,2.15%,1.32%,5.77%
1522,SmartCoin,SMC,54.70 백만,2.17,25.20 백만,2.17 천,-1.68%,-1.66%,-24.86%
1523,Fantasy Cash,FANS,54.68 백만,11.66,4.69 백만,5.85 천,-3.60%,-7.13%,-22.11%
1524,Wild Crypto,WILD,53.86 백만,2.21,24.37 백만*,16.40 천,-1.70%,-2.45%,-28.69%
1525,BlazeCoin,BLZ,53.78 백만,0.088369,608.56 백만,0,0.00%,0.00%,0.00%
1526,GlobalToken,GLT,53.62 백만,1.4,38.26 백만,118.26 천,-1.62%,-6.19%,8.04%
1527,TEKcoin,TEK,53.18 백만,0.037606,1.41 십억,26.47 천,-1.62%,26.02%,-16.52%
1528,BLAST,BLAST,53.15 백만,1.36,39.17 백만,296.88 천,-1.68%,-6.64%,-13.39%
1529,Bitdeal,BDL,52.23 백만,0.297448,175.58 백만,0,0.00%,0.00%,-33.99%
1530,GoldBlocks,GB,51.16 백만,3.29,15.56 백만,4.58 천,-3.06%,-10.83%,-23.31%
1531,VoteCoin,VOT,50.92 백만,1.16,43.77 백만,36.32 천,-1.67%,-4.59%,-18.26%
1532,Graphcoin,GRPH,50.06 백만,7.31,6.85 백만,74.05 천,-1.68%,-3.12%,-31.40%
1533,Pascal Lite,PASL,49.84 백만,5.49,9.07 백만,75.34 천,-1.62%,-3.25%,-20.69%
1534,KanadeCoin,KNDC,49.40 백만,0.00903,5.47 십억*,90.3,-2.99%,-54.80%,-67.03%
1535,UltraNote Coin,XUN,48.97 백만,0.038766,1.26 십억,12.01 천,-1.70%,-46.52%,-66.83%
1536,Earth Token,EARTH,48.65 백만,0.236974,205.30 백만*,0,0.00%,-2.17%,-4.92%
1537,Embers,MBRS,48.41 백만,0.968221,50.00 백만*,0,0.00%,0.04%,-3.08%
1538,Swing,SWING,47.50 백만,12.41,3.83 백만,5.51 천,-1.69%,-41.45%,-43.44%
1539,Signatum,SIGT,47.16 백만,0.436739,107.97 백만*,0,0.00%,0.00%,-3.61%
1540,Impact,IMX,47.12 백만,0.426428,110.50 백만,953.96,-1.68%,-2.68%,-10.01%
1541,Zurcoin,ZUR,47.06 백만,0.536883,87.65 백만,154.29 천,-1.69%,47.77%,-5.51%
1542,Authorship,ATS,47.04 백만,0.470549,99.97 백만*,517.28 천,-2.98%,1.52%,-21.65%
1543,EthBet,EBET,46.51 백만,5.47,8.50 백만*,0,0.00%,0.00%,7.76%
1544,Minereum,MNE,44.13 백만,9.64,4.58 백만*,21.12 천,-1.69%,-0.61%,-16.43%
1545,Pakcoin,PAK,43.68 백만,0.655616,66.62 백만,157.17 천,-1.69%,-9.80%,-21.44%
1546,SONDER,SNR,43.36 백만,0.365875,118.50 백만*,375.08 천,-2.98%,6.99%,-18.88%
1547,Help The Home...,HTH,43.30 백만,0.077532,558.52 백만,413.36 천,-1.68%,-3.97%,-13.96%
1548,Senderon,SDRN,43.08 백만,0.969645,44.43 백만*,19.59 천,-2.07%,-20.78%,-27.22%
1549,Quatloo,QTL,43.04 백만,5.58,7.72 백만,0,0.00%,0.00%,0.00%
1550,Dix Asset,DIX,42.27 백만,0.000423,100.00 십억*,0.08,-1.47%,0.12%,5.47%
1551,Zoomba,ZBA,42.16 백만,4.87,8.67 백만,223.29 천,-4.61%,18.17%,-10.24%
1552,Bitcoin 21,XBTC21,42.00 백만,52.95,793.11 천*,57.49 천,-1.68%,-30.04%,-31.98%
1553,Carebit,CARE,41.90 백만,0.37475,111.80 백만,288.28 천,-1.09%,-9.33%,-22.16%
1554,IQ.cash,IQ,41.79 백만,11.09,3.77 백만,241.83 천,-1.70%,-3.54%,-25.77%
1555,Arion,ARION,41.39 백만,7.18,5.77 백만*,36.77 천,-10.66%,1.11%,-25.61%
1556,Cashcoin,CASH,41.38 백만,0.774088,53.46 백만,10.83 천,-1.67%,-10.95%,-50.91%
1557,Honey,HONEY,40.92 백만,89.74,455.96 천,779.14,-2.05%,-2.73%,-31.50%
1558,SecretCoin,SCRT,40.65 백만,9.61,4.23 백만* ,0,0.00%,0.00%,0.00%
1559,Tokugawa,TOK,40.44 백만,39.58,1.02 백만*,20.28 천,-1.69%,-14.38%,-21.87%
1560,Atheios,ATH,39.97 백만,3.99,10.01 백만,67.99 천,-1.68%,-8.20%,-26.54%
1561,Safe Trade Coin,XSTC,39.00 백만,0.119329,326.83 백만*,0,0.00%,-1.47%,-11.72%
1562,Jin Coin,JIN,38.61 백만,3.88,9.96 백만,14.80 천,-1.67%,-3.45%,-51.59%
1563,300 Token,300,38.12 백만,127062,300.00 *,0,0.00%,-1.72%,-15.66%
1564,GuccioneCoin,GCC,37.84 백만,1.87,20.29 백만*,0,0.00%,0.00%,-14.35%
1565,BOAT,BOAT,37.63 백만,0.522439,72.03 백만,0,0.00%,0.00%,-15.45%
1566,BigUp,BIGUP,37.60 백만,0.017589,2.14 십억,1.84 천,-25.90%,-2.81%,-16.53%
1567,SAKECOIN,SAKE,37.58 백만,0.009416,3.99 십억*,91.94 천,-0.54%,15.63%,-19.39%
1568,BoostCoin,BOST,37.37 백만,3.15,11.86 백만,0,0.00%,0.00%,-12.56%
1569,Coin(O),CNO,37.36 백만,0.35434,105.43 백만,0,0.00%,-2.47%,-39.51%
1570,Bolivarcoin,BOLI,37.00 백만,2.94,12.57 백만,27.23 천,-1.67%,-33.88%,-36.69%
1571,BERNcash,BERN,36.65 백만,0.514438,71.23 백만,0,0.00%,-1.98%,-7.34%
1572,Leviar,XLC,36.23 백만,2.6,13.95 백만,62.99 천,-4.76%,-10.64%,-28.96%
1573,FLiK,FLIK,36.05 백만,0.599569,60.12 백만*,0,0.00%,-0.99%,-4.53%
1574,ParallelCoin,DUO,35.84 백만,113.89,314.72 천,32.36 천,-1.63%,11.79%,-25.89%
1575,MojoCoin,MOJO,35.38 백만,2.88,12.28 백만*,20.33 천,0.00%,0.00%,0.00%
1576,RevolverCoin,XRE,35.35 백만,1.51,23.38 백만,4.49 천,-1.70%,-3.98%,-13.96%
1577,SteepCoin,STEEP,35.26 백만,0.194242,181.51 백만,17.16 천,-1.49%,-8.49%,-13.77%
1578,Accelerator N...,ACC,35.01 백만,55.26,633.46 천*,0,0.00%,-2.16%,31.05%
1579,Thunderstake,TSC,34.37 백만,0.077532,443.31 백만,187.63 천,-1.71%,-3.98%,-21.70%
1580,GrandCoin,GDC,34.27 백만,0.038766,884.13 백만,6.83 천,-1.69%,-10.05%,-43.46%
1581,IrishCoin,IRL,34.03 백만,0.930389,36.58 백만,24.64 천,-1.68%,7.31%,-36.40%
1582,Renos,RNS,33.62 백만,1.01,33.36 백만*,46.81 천,-1.68%,-21.98%,-28.32%
1583,X-Coin,XCO,33.61 백만,2.71,12.38 백만*,9.28 천,-1.68%,8.41%,-6.49%
1584,iBTC,IBTC,32.68 백만,1.78,18.40 백만*,134.59 천,-2.08%,-13.67%,-38.64%
1585,Evil Coin,EVIL,32.56 백만,1.55,21.02 백만,0,0.00%,0.00%,-13.82%
1586,GlobalBoost-Y,BSTY,31.90 백만,2.03,15.75 백만,90.12 천,-1.67%,9.56%,-12.50%
1587,DROXNE,DRXNE,31.69 백만,0.387662,81.74 백만*,22.78 천,-1.68%,6.70%,-14.63%
1588,Cryptojacks,CJ,31.52 백만,0.077532,406.57 백만,18.41 천,-1.68%,-35.98%,-18.97%
1589,RonPaulCoin,RPC,31.36 백만,30.83,1.02 백만,0,0.00%,0.00%,0.00%
1590,Kurrent,KURT,30.93 백만,0.503961,61.36 백만,4.00 천,-1.68%,-4.86%,-18.44%
1591,8Bit,8BIT,29.85 백만,20.34,1.47 백만*,88.96 천,-1.69%,10.03%,-1.81%
1592,PureVidz,VIDZ,29.14 백만,0.232597,125.28 백만*,5.01 천,-1.70%,-33.40%,-39.18%
1593,Sparks,SPK,28.82 백만,6.12,4.71 백만,50.03 천,-1.68%,-0.60%,-4.16%
1594,Dollarcoin,DLC,28.51 백만,3.13,9.11 백만,0,0.00%,0.00%,-4.42%
1595,Cheesecoin,CHEESE,28.48 백만,0.102743,277.15 백만,223.2,-1.68%,48.77%,0.80%
1596,Peerguess,GUESS,28.16 백만,0.465194,60.54 백만*,37.11 천,7.26%,-3.97%,-28.92%
1597,SecureCoin,SRC,27.99 백만,2.91,9.63 백만,11.68 천,-1.70%,-4.00%,-22.94%
1598,Coin2.1,C2,27.84 백만,0.355852,78.25 백만*,0,0.00%,-2.06%,-28.09%
1599,Bank Coin,BANK,27.08 백만,4.38,6.18 백만*,250.38 천,-30.56%,-25.89%,-32.72%
1600,Master Swiscoin,MSCN,26.80 백만,0.593572,45.14 백만*,35.31 천,-0.55%,-1.98%,-17.70%
1601,Datacoin,DTC,26.69 백만,0.775324,34.42 백만,8.96 천,-1.70%,-8.55%,-18.06%
1602,SmartFox,FOX,25.39 백만,17.44,1.46 백만,88.34 천,11.58%,-8.26%,-19.75%
1603,FolmCoin,FLM,24.80 백만,2.57,9.66 백만,86.81 천,-1.70%,-1.07%,-41.04%
1604,PluraCoin,PLURA,24.58 백만,0.093268,263.58 백만,28.51 천,-7.86%,-22.48%,-30.33%
1605,Garlicoin,GRLC,24.56 백만,1.95,12.57 백만,198.83 천,-2.10%,-5.45%,-30.00%
1606,JavaScript Token,JS,24.48 백만,3.06,7.99 백만*,33.69,-1.69%,137.06%,26.36%
1607,Harvest Maste...,HC,24.39 백만,6.05,4.03 백만,116.18 천,2.26%,-16.31%,-20.45%
1608,DeusCoin,DEUS,23.70 백만,2.14,11.08 백만,0,0.00%,-1.90%,-37.93%
1609,Allion,ALL,23.55 백만,3.8,6.20 백만,78.87 천,-1.67%,6.87%,-35.65%
1610,Trident Group,TRDT,23.51 백만,19.38,1.21 백만*,19.71 천,-1.69%,-7.76%,-18.78%
1611,RedCoin,RED,23.42 백만,0.315972,74.11 백만,0,0.00%,-2.17%,-36.17%
1612,SoonCoin,SOON,22.55 백만,1.81,12.46 백만*,0,0.00%,0.00%,0.00%
1613,Digital Money...,DMB,22.47 백만,0.244484,91.91 백만,30.94 천,-1.68%,0.89%,-38.23%
1614,ACRE,ACRE,22.32 백만,5.12,4.36 백만,787.42,-1.70%,-4.21%,-11.28%
1615,EZOOW,EZW,22.32 백만,0.002007,11.12 십억*,953.14,-2.99%,-4.92%,-86.42%
1616,GreenMed,GRMD,22.05 백만,1.55,14.22 백만*,98.25 천,-1.69%,-23.18%,-51.42%
1617,NevaCoin,NEVA,21.74 백만,6,3.62 백만,2.85 천,3.57%,-34.15%,-60.21%
1618,Independent M...,IMS,20.81 백만,3.88,5.37 백만,563.25 천,-1.68%,18.17%,13.04%
1619,ParkByte,PKB,20.65 백만,4.33,4.76 백만*,0,0.00%,0.00%,-29.85%
1620,CompuCoin,CPN,20.42 백만,1.04,19.62 백만,0,0.00%,0.00%,0.00%
1621,Dreamcoin,DRM,20.39 백만,8.13,2.51 백만*,29.96 천,-1.69%,-7.46%,-15.21%
1622,Eternity,ENT,19.97 백만,4.1,4.87 백만,14.27 천,0.71%,-5.01%,-16.02%
1623,Quebecoin,QBC,19.94 백만,1.28,15.59 백만,512.95,-1.68%,-31.45%,-29.04%
1624,Fintab,FNTB,19.83 백만,7.13,2.78 백만*,72.66 천,-12.33%,-12.29%,-35.74%
1625,AmsterdamCoin,AMS,19.46 백만,0.387662,50.20 백만,19.35 천,-1.69%,-3.98%,43.39%
1626,KingN Coin,KNC,19.39 백만,9652.63,2.01 천*,542.69,-1.67%,8.87%,0.50%
1627,CoinonatX,XCXT,19.28 백만,0.986852,19.54 백만,0,0.00%,0.00%,-20.31%
1628,Atomic Coin,ATOM,18.85 백만,1.02,18.55 백만,22.94 천,-1.71%,-24.03%,-39.26%
1629,HomeBlockCoin,HBC,18.80 백만,3.76,5.00 백만,708.14,-1.68%,-3.98%,-12.02%
1630,IXTUS Edutain...,IXE,18.57 백만,0.778563,23.85 백만*,37.52 천,-2.99%,-34.51%,-53.86%
1631,ZoZoCoin,ZZC,18.44 백만,9.47,1.95 백만,0,0.00%,-2.62%,-12.38%
1632,Qbic,QBIC,17.30 백만,3.89,4.44 백만,38.63 천,-0.69%,-9.59%,-26.92%
1633,Theresa May Coin,MAY,17.12 백만,0.193831,88.30 백만,26.84 천,-1.68%,1.73%,-13.97%
1634,TajCoin,TAJ,17.11 백만,1.57,10.92 백만,37.64 천,-1.87%,1.59%,-23.87%
1635,BumbaCoin,BUMBA,16.28 백만,0.697791,23.34 백만,154.72 천,-1.68%,17.23%,-20.55%
1636,Ammo Reloaded,AMMO,15.44 백만,0.198452,77.78 백만*,0,0.00%,-1.69%,13.23%
1637,Rhenium,XRH,15.29 백만,0.531394,28.78 백만,70.25 천,-1.69%,-27.33%,-48.78%
1638,Archetypal Ne...,ACTP,14.98 백만,0.003098,4.84 십억*,56.45 천,-1.57%,-3.95%,-17.16%
1639,ConnectJob,CJT,14.60 백만,0.129426,112.84 백만*,11.37,-2.99%,-39.26%,-28.19%
1640,Acoin,ACOIN,14.14 백만,11.59,1.22 백만,893.87,-1.70%,-4.75%,-42.35%
1641,Litecred,LTCR,14.05 백만,0.464851,30.23 백만,0,0.00%,0.00%,2.48%
1642,GeyserCoin,GSR,13.94 백만,14.89,936.76 천,1.23 천,-1.69%,-23.18%,-38.10%
1643,Centurion,CNT,13.92 백만,0.179277,77.66 백만,21.74 천,-1.68%,-11.19%,-39.04%
1644,UralsCoin,URALS,13.90 백만,1.39,9.98 백만,16.35 천,-3.72%,-2.94%,-4.29%
1645,PostCoin,POST,13.82 백만,0.870948,15.87 백만*,0,0.00%,-1.94%,-29.43%
1646,INDINODE,XIND,13.68 백만,0.038766,352.88 백만,25.84 천,-1.68%,-47.14%,-57.16%
1647,BitCoin One,BTCONE,13.57 백만,1.36,10.00 백만*,440.41 천,-16.07%,-6.64%,-21.75%
1648,Kubera Coin,KBR,13.31 백만,0.116299,114.42 백만*,42.14 천,-1.69%,-3.90%,29.05%
1649,Eurocoin,EUC,13.26 백만,1.07,12.42 백만,0,0.00%,0.00%,-17.92%
1650,CryptoInsight,TKR,13.25 백만,1.06,12.53 백만*,0,0.00%,0.11%,-20.93%
1651,Flaxscript,FLAX,13.09 백만,2.33,5.63 백만,47.67 천,-1.69%,33.99%,-16.11%
1652,Eryllium,ERY,12.89 백만,0.94391,13.66 백만,0,0.00%,-2.58%,4.78%
1653,High Voltage,HVCO,12.80 백만,8.57,1.49 백만*,2.50 천,-1.67%,-5.24%,-21.11%
1654,C-Bit,XCT,12.40 백만,0.078656,157.63 백만,0,0.00%,-2.58%,-41.94%
1655,BitCoal,COAL,12.04 백만,2.67,4.50 백만,68.37 천,-1.70%,-11.65%,-32.73%
1656,BROTHER,BRAT,11.98 백만,0.07489,160.00 백만*,0,0.00%,0.00%,49.86%
1657,Marijuanacoin,MAR,11.96 백만,7.33,1.63 백만,0,0.00%,0.00%,0.00%
1658,Californium,CF,11.57 백만,4.73,2.45 백만,775.29,-1.69%,-36.78%,-5.44%
1659,Neuro,NRO,11.51 백만,0.193831,59.40 백만,6.20 천,-1.68%,-3.98%,-65.11%
1660,JIYO,JIYOX,11.27 백만,0.891622,12.64 백만,27.83 천,-1.67%,-3.98%,-19.39%
1661,SpeedCash,SCS,11.08 백만,19.27,574.75 천,34.29 천,-4.04%,-5.49%,-14.23%
1662,PosEx,PEX,11.01 백만,4.49,2.45 백만,0,0.00%,-2.45%,-28.81%
1663,Bitcoin Planet,BTPL,10.81 백만,1.59,6.80 백만,2.21 천,-1.68%,-14.41%,20.32%
1664,GambleCoin,GMCN,10.75 백만,1.67,6.45 백만*,33.18 천,-1.69%,-22.10%,-56.41%
1665,SOILcoin,SOIL,10.61 백만,1.86,5.70 백만,13.04 천,-1.67%,-5.84%,-26.63%
1666,Nekonium,NUKO,10.23 백만,0.852856,12.00 백만,1.86 천,-1.68%,-3.98%,-17.96%
1667,Kronecoin,KRONE,10.21 백만,0.953687,10.70 백만,0,0.00%,0.00%,0.00%
1668,Zayedcoin,ZYD,10.17 백만,1.63,6.24 백만,2.30 천,-1.69%,-27.98%,-29.68%
1669,Cannation,CNNC,10.11 백만,4.08,2.48 백만,0,-1.40%,-2.52%,-30.17%
1670,Comet,CMT,10.06 백만,11.53,872.83 천,22.59 천,-1.68%,-15.39%,-31.03%
1671,Virtacoin,VTA,9.90 백만,0.001903,5.20 십억,30.37 천,-2.61%,2.56%,32.64%
1672,VectorAI,VEC2,9.85 백만,0.542727,18.15 백만,54.23 천,-1.68%,-3.98%,-59.39%
1673,Bankcoin,B@,9.83 백만,0.955297,10.29 백만*,57.19,-2.03%,-18.94%,-27.94%
1674,Asiadigicoin,ADCN,9.69 백만,0.388701,24.93 백만,0,-1.42%,-4.89%,20.63%
1675,FuzzBalls,FUZZ,9.36 백만,1.94,4.83 백만,2.62 천,-1.68%,-19.45%,-28.82%
1676,ICOBID,ICOB,9.32 백만,0.087106,107.05 백만*,0,0.00%,0.00%,-7.64%
1677,Phantomx,PNX,9.26 백만,0.268469,34.50 백만,5.25 천,0.62%,-3.45%,-19.83%
1678,Polcoin,PLC,9.14 백만,0.116299,78.56 백만,13.16 천,-1.68%,-3.98%,-13.97%
1679,Elysium,ELS,9.03 백만,0.653954,13.81 백만,0,0.00%,0.00%,-30.99%
1680,Ragnarok,RAGNA,8.82 백만,1.63,5.42 백만,4.35 천,-1.69%,-10.81%,-21.17%
1681,Iconic,ICON,8.79 백만,14.83,592.89 천*,0,0.00%,-0.71%,-12.87%
1682,Cyber Movie C...,CMCT,8.43 백만,0.000421,20.00 십억*,350.36 천,-2.99%,-14.99%,-23.74%
1683,BitQuark,BTQ,8.01 백만,0.736558,10.87 백만,6.54 천,-1.69%,21.63%,-25.58%
1684,Staker,STR,7.98 백만,7.37,1.08 백만*,20.79 천,-1.70%,-37.50%,-15.04%
1685,MiloCoin,MILO,7.65 백만,0.708679,10.79 백만,0,0.00%,-2.48%,-7.48%
1686,Cabbage,CAB,7.32 백만,0.697598,10.50 백만*,0,0.00%,0.00%,-48.75%
1687,PoSToken,POS,7.19 백만,6.93,1.04 백만*,0,0.00%,0.00%,-69.16%
1688,SocialCoin,SOCC,7.06 백만,1.43,4.93 백만,11.09 천,-0.68%,-9.59%,-17.50%
1689,Prime-XI,PXI,6.99 백만,0.318752,21.93 백만,0,0.00%,0.00%,10.35%
1690,Olympic,OLMP,6.77 백만,0.145474,46.52 백만,152.01 천,0.02%,-0.95%,-8.21%
1691,Pioneer Coin,PCOIN,6.69 백만,2.25,2.97 백만,191.61 천,-3.78%,-4.51%,-26.34%
1692,PLNcoin,PLNC,6.62 백만,0.387662,17.09 백만,6.51 천,-1.69%,60.04%,13.37%
1693,Qurito,QURO,6.31 백만,0.661009,9.54 백만*,0,0.00%,-1.66%,-79.04%
1694,Dalecoin,DALC,6.08 백만,10.66,570.70 천*,10.68 천,-1.67%,-3.98%,-23.82%
1695,iBank,IBANK,5.93 백만,1.31,4.53 백만,0,0.00%,-1.72%,-31.27%
1696,PRCoin,PRC,5.29 백만,0.200257,26.44 백만,15.70 천,-0.85%,-17.35%,-25.26%
1697,Jiyo [OLD],JIYO,5.20 백만,0.852856,6.10 백만,4.42 천,-1.68%,-4.41%,-13.74%
1698,MustangCoin,MST,4.99 백만,7.91,630.34 천,0,0.00%,0.00%,-28.40%
1699,EcoCoin,ECO,4.73 백만,4.03,1.17 백만,1.70 천,-1.69%,7.38%,-16.43%
1700,BowsCoin,BSC,4.52 백만,0.814741,5.55 백만,0,0.00%,0.00%,-6.97%
1701,Alpha Coin,APC,4.51 백만,0.576433,7.83 백만*,773.42,-2.32%,7.72%,-19.28%
1702,Fujinto,NTO,4.49 백만,0.068225,65.80 백만*,723.78,-3.02%,-7.64%,-28.04%
1703,PlayerCoin,PLACO,4.49 백만,0.127762,35.12 백만,0,0.00%,0.00%,-2.86%
1704,Luna Coin,LUNA,4.48 백만,2.62,1.71 백만,0,0.00%,0.00%,-2.84%
1705,Royal Kingdom...,RKC,4.19 백만,1.55,2.70 백만*,10.14 천,-1.68%,12.97%,-5.19%
1706,Dollar Online,DOLLAR,4.18 백만,5.54,753.78 천,2.29 천,-1.68%,-3.97%,11.84%
1707,Benz,BENZ,4.03 백만,0.676591,5.96 백만*,78.05 천,-1.90%,-8.26%,59.67%
1708,ARbit,ARB,3.93 백만,0.387662,10.15 백만,3.82 천,-22.59%,-30.03%,-18.39%
1709,Bitvolt,VOLT,3.91 백만,0.235609,16.59 백만*,0,0.00%,0.00%,-2.00%
1710,LiteCoin Ultra,LTCU,3.68 백만,3.57,1.03 백만,1.58 천,-1.69%,-12.90%,-1.05%
1711,Veltor,VLT,3.29 백만,5.93,554.86 천,6.64 천,-1.70%,1.98%,-3.40%
1712,DACH Coin,DACH,3.27 백만,0.387662,8.44 백만,328.58 천,-1.69%,-28.57%,-92.49%
1713,Grimcoin,GRIM,3.26 백만,0.038766,84.18 백만,1.47 천,-1.67%,-52.72%,-58.35%
1714,BenjiRolls,BENJI,3.14 백만,0.155065,20.28 백만,2.51 천,-1.68%,-51.99%,-14.50%
1715,Wild Beast Block,WBB,3.13 백만,17.21,181.92 천,506.44,-1.69%,-6.07%,-14.75%
1716,GeertCoin,GEERT,2.91 백만,0.571137,5.09 백만,0,0.00%,0.00%,0.00%
1717,Rocketcoin,ROCK,2.90 백만,0.071451,40.61 백만,18.83 천,-2.46%,-10.76%,-50.50%
1718,AnarchistsPrime,ACP,2.73 백만,0.620259,4.39 백만,21.97 천,-1.68%,-9.62%,-47.83%
1719,Concoin,CONX,2.60 백만,3.49,744.27 천,25.42 천,-1.67%,-3.77%,-14.97%
1720,Bitspace,BSX,2.58 백만,0.193507,13.35 백만,35.36,-1.69%,31.01%,34.62%
1721,Coinonat,CXT,2.58 백만,0.299021,8.62 백만,72.03 천,-1.67%,11.37%,-13.47%
1722,SongCoin,SONG,2.52 백만,0.077532,32.57 백만,21.46 천,-1.69%,-3.98%,-14.85%
1723,Simmitri,SIM,2.44 백만,2.71,897.65 천*,138.62 천,-1.69%,-2.93%,-32.25%
1724,CrevaCoin,CREVA,2.43 백만,0.066872,36.39 백만,521.21 천,-1.69%,65.65%,29.67%
1725,Coimatic 2.0,CTIC2,2.22 백만,0.164252,13.53 백만,0,0.00%,0.00%,-47.01%
1726,Coupecoin,COUPE,1.97 백만,0.009041,218.28 백만*,28.57 천,-2.84%,-77.60%,-50.68%
1727,Save and Gain,SANDG,1.90 백만,0.619306,3.06 백만,0,0.00%,0.00%,-19.04%
1728,Magnum,MGM,1.74 백만,0.387662,4.50 백만,6.20 천,-1.69%,-3.98%,63.69%
1729,Project-X,NANOX,1.73 백만,22095955,0.08 *,157.28 천,12.08%,1.35%,-6.78%
1730,VapersCoin,VPRC,1.66 백만,0.002123,780.12 백만,3.99 천,-0.55%,-1.47%,-28.52%
1731,PonziCoin,PONZI,1.57 백만,1.82,861.10 천,1.56 천,-1.69%,25.36%,-9.06%
1732,Coimatic 3.0,CTIC3,1.52 백만,0.671418,2.26 백만*,0,0.00%,14.29%,-6.35%
1733,Interzone,ITZ,1.34 백만,0.503785,2.65 백만,0,0.00%,0.00%,-20.08%
1734,Ourcoin,OUR,774.59 천,1.25,617.70 천,14.16 천,-1.85%,-49.40%,-71.27%
1735,Argus,ARGUS,756.77 천,0.659025,1.15 백만,7.01 천,-4.30%,-10.28%,-29.95%
1736,POLY AI,AI,152.61 천,0.066878,2.28 백만*,25.83 천,-1.86%,37.75%,-12.05%
1737,HarmonyCoin,HMC,87.03 천,0.155065,561.24 천,839.99,-19.68%,-19.68%,72.07%
1738,YENTEN,YTN,70.94 천,0.008385,8.46 백만,329.7,-1.69%,-76.49%,7.17%
1739,SHADE Token,SHADE,52.02 천,0.00104,50.00 백만*,447.84,-5.23%,-5.23%,-86.55%
1740,CJs,CJS,34.52 천,20.17,1.71 천*,133.93 천,-2.11%,-50.35%,-74.92%
1741,CK USD,CKUSD,?,1097.34,?*,142.64 십억,-1.74%,-0.91%,-2.44%
1742,ZB,ZB,?,131.58,?*,29.70 십억,-2.74%,-4.45%,-11.00%
1743,Infinity Econ...,XIN,?,1.79,?*,12.89 십억,-2.61%,-8.58%,-20.18%
1744,Alibabacoin,ABBC,?,47.25,?,5.15 십억,-1.33%,-2.87%,-4.03%
1745,HYCON,HYC,?,22.31,?,3.87 십억,-2.05%,-6.08%,-21.15%
1746,BUMO,BU,?,76.88,?*,2.60 십억,-2.02%,-4.33%,-18.60%
1747,PLATINCOIN,PLC,?,4748.05,?*,2.34 십억,-1.04%,-0.31%,-4.26%
1748,Machine Xchan...,MXC,?,10.24,?*,2.07 십억,-5.20%,-0.11%,-
1749,CWV Chain,CWV,?,7.39,?*,1.77 십억,-0.17%,-8.79%,-31.78%
