#,이름,종목,시가총액,가격,유통 공급량,24시간 거래량,1시간 변동률,24시간 변동률,7일 변동률
747,CoinPoker,CHP,1.00 십억,3.18,315.41 백만*,24.16 백만,-4.24%,-0.55%,-28.25%
748,Energo,TSL,1.00 십억,1.66,602.38 백만*,30.77 백만,-4.17%,-1.11%,-8.78%
749,AdShares,ADST,1.00 십억,51.64,19.38 백만*,1.44 백만,-1.38%,-4.88%,-10.08%
750,AidCoin,AID,992.01 백만,22.91,43.30 백만*,81.79 백만,-3.47%,-10.39%,-12.79%
751,Insights Network,INSTAR,990.26 백만,7.16,138.36 백만*,109.90 백만,-1.92%,-6.11%,-15.00%
752,Kleros,PNK,978.23 백만,5.59,175.08 백만*,4.89 백만,-2.01%,-9.33%,4.37%
753,Measurable Da...,MDT,974.34 백만,2.37,411.74 백만*,192.86 백만,-4.19%,-5.76%,-19.74%
754,Friendz,FDZ,967.02 백만,1.9,508.85 백만*,12.41 백만,-3.70%,-6.49%,-27.68%
755,Arionum,ARO,966.22 백만,12.91,74.85 백만,87.66 백만,-5.66%,-6.95%,-3.54%
756,Uquid Coin,UQC,963.68 백만,96.37,10.00 백만*,567.65 백만,-4.79%,-9.10%,-11.87%
757,BitDegree,BDG,955.94 백만,2.68,356.34 백만*,701.23 천,-2.99%,-3.08%,-29.46%
758,Qbao,QBT,955.40 백만,14.62,65.35 백만*,71.64 백만,0.82%,-2.49%,-23.70%
759,1World,1WO,950.91 백만,45.97,20.69 백만*,35.83 백만,-4.98%,-8.69%,-37.38%
760,Global Awards...,GAT,946.14 백만,1.79,529.86 백만*,2.68 백만,-4.94%,-1.47%,1.13%
761,Digital Asset...,DAGT,946.13 백만,41.78,22.65 백만*,285.60 백만,-2.92%,1.25%,3.99%
762,VouchForMe,IPL,934.76 백만,4.65,201.00 백만*,80.30 백만,4.36%,-3.20%,-13.01%
763,Education Eco...,LEDU,931.56 백만,4.28,217.79 백만*,4.59 백만,-2.99%,3.53%,0.53%
764,PinkCoin,PINK,930.71 백만,2.36,394.00 백만,2.24 백만,-4.71%,-6.90%,-12.21%
765,Kore,KORE,918.83 백만,433.39,2.12 백만*,564.10 백만,-5.21%,4.83%,-7.71%
766,LIFE,LIFE,913.07 백만,0.038949,23.44 십억*,6.18 백만,-1.64%,-3.52%,-13.56%
767,ExclusiveCoin,EXCL,906.38 백만,175.49,5.17 백만,217.20 백만,-5.02%,-10.84%,-12.02%
768,Upfiring,UFR,902.79 백만,46.44,19.44 백만*,1.51 백만,-1.84%,-3.27%,-4.35%
769,Forkcoin,FORK,892.99 백만,183.37,4.87 백만,4.82 백만,-3.04%,-15.82%,-26.98%
770,0xBitcoin,0xBTC,859.92 백만,248.75,3.46 백만,311.83 백만,-5.52%,-4.44%,-32.59%
771,Stox,STX,852.42 백만,16.55,51.50 백만*,20.24 백만,0.22%,-0.44%,-5.85%
772,Tokes,TKS,844.65 백만,244.42,3.46 백만*,2.18 백만,-1.70%,-5.40%,-22.97%
773,Global Crypto...,GCC,843.01 백만,0.697791,1.21 십억*,1.65 백만,10.59%,15.02%,-1.66%
774,Bitcoin Plus,XBC,840.25 백만,7156.76,117.41 천*,2.24 백만,-0.88%,0.03%,2.01%
775,Arbidex,ABX,839.22 백만,41.09,20.42 백만*,108.05 백만,-2.75%,-6.15%,-36.12%
776,FLIP,FLP,838.08 백만,14.98,55.96 백만*,18.97 백만,-3.38%,-6.61%,-37.13%
777,HOQU,HQX,830.41 백만,5.5,151.12 백만*,914.72 백만,-3.30%,-12.67%,-21.67%
778,REBL,REBL,830.27 백만,4.82,172.41 백만*,818.03 천,-2.79%,-2.86%,-8.03%
779,SiaCashCoin,SCC,828.43 백만,0.096989,8.54 십억*,27.02 백만,-5.88%,-2.46%,-19.16%
780,ATLANT,ATL,827.98 백만,22.05,37.55 백만*,61.26 백만,-0.77%,-1.56%,-16.58%
781,Mallcoin,MLC,827.85 백만,4.7,176.16 백만*,37.65 백만,16.42%,7.62%,-17.27%
782,Cashbery Coin,CBC,822.44 백만,148.9,5.52 백만,131.76 백만,-0.83%,-15.62%,-0.45%
783,Datum,DAT,817.80 백만,0.834709,979.75 백만*,64.03 백만,-1.98%,-9.29%,-28.31%
784,Atonomi,ATMI,814.14 백만,1.58,514.46 백만*,311.91 백만,-3.42%,-7.48%,-20.89%
785,Miners' Rewar...,MRT,807.21 백만,80.72,10.00 백만*,917.43 천,-2.06%,-2.46%,0.87%
786,Playkey,PKT,806.86 백만,57.96,13.92 백만*,16.64 백만,-4.27%,-4.44%,-7.94%
787,NPER,NPER,805.22 백만,16.13,49.93 백만*,26.09 백만,-2.23%,-4.03%,-12.86%
788,Snovian.Space,SNOV,801.96 백만,1.98,404.98 백만*,40.34 백만,-2.18%,-2.25%,-28.57%
789,Alphacat,ACAT,790.81 백만,0.283402,2.79 십억*,202.35 백만,-9.77%,-12.02%,-27.34%
790,StrongHands,SHND,788.69 백만,0.000085,9.24 조,1.52 백만,-1.04%,0.07%,-14.10%
791,OptiToken,OPTI,788.66 백만,32.08,24.59 백만*,33.69 백만,-1.86%,-2.46%,-5.75%
792,Truegame,TGAME,787.69 백만,9.54,82.58 백만*,34.85 백만,-2.95%,-4.94%,10.43%
793,Starbase,STAR,786.34 백만,4.19,187.50 백만*,2.93 백만,-2.99%,-25.70%,-32.83%
794,adbank,ADB,784.79 백만,1.28,612.25 백만*,33.53 백만,-2.37%,3.88%,-4.91%
795,AICHAIN,AIT,780.49 백만,1.46,535.07 백만*,7.51 백만,-8.20%,4.98%,-11.26%
796,MyBit,MYB,778.68 백만,8,97.30 백만*,3.46 백만,-3.08%,5.96%,-21.87%
797,Datawallet,DXT,773.71 백만,1.98,390.22 백만*,28.65 백만,-2.31%,-1.42%,-37.47%
798,BitcoinZ,BTCZ,758.66 백만,0.23203,3.27 십억,227.34 백만,-6.21%,-2.52%,-21.84%
799,VULCANO,VULC,758.27 백만,5.59,135.60 백만,5.40 백만,-1.56%,-27.23%,20.06%
800,AC3,AC3,756.45 백만,10.9,69.42 백만*,11.00 백만,7.62%,-2.50%,-26.66%
801,Internet of P...,IOP,750.34 백만,134.02,5.60 백만,88.98 백만,-0.47%,13.18%,-20.04%
802,Memetic / Pep...,MEME,750.02 백만,31.9,23.51 백만,460.24 백만,1.32%,20.38%,12.34%
803,Acute Angle C...,AAC,748.64 백만,2.99,250.00 백만*,505.25 백만,-2.12%,-10.98%,-29.13%
804,EventChain,EVC,747.85 백만,23.93,31.25 백만*,1.74 백만,-2.81%,41.44%,-7.66%
805,Sprouts,SPRTS,747.66 백만,0.000048,15.70 조*,1.72 백만,-0.92%,-0.20%,-12.23%
806,Niobio Cash,NBR,745.44 백만,6.52,114.35 백만,4.68 백만,-1.31%,0.36%,-5.48%
807,Devery,EVE,745.22 백만,11.84,62.92 백만*,244.67 백만,-1.97%,-6.50%,-13.93%
808,Zero,ZER,745.08 백만,156.49,4.76 백만,686.61 천,-1.69%,-4.80%,-15.80%
809,Dether,DTH,745.05 백만,8.91,83.60 백만*,920.21 천,-2.26%,21.31%,-9.37%
810,BitScreener T...,BITX,744.03 백만,4.85,153.42 백만*,8.64 백만,-2.77%,-4.62%,-20.48%
811,ProChain,PRA,729.81 백만,14.73,49.56 백만*,74.53 백만,-0.61%,5.08%,-3.26%
812,Colu Local Ne...,CLN,728.92 백만,7.19,101.38 백만*,20.66 백만,-1.85%,-4.18%,-20.36%
813,Helbiz,HBZ,727.78 백만,0.96395,755.00 백만*,69.14 백만,2.86%,8.47%,4.95%
814,Invacio,INV,720.95 백만,22.08,32.66 백만*,2.46 백만,-2.13%,-2.17%,-20.78%
815,IP Exchange,IPSX,715.84 백만,0.845108,847.04 백만*,7.78 백만,-2.59%,-4.32%,-8.57%
816,Coinsuper Eco...,CEN,707.99 백만,5.07,139.62 백만*,260.83 백만,-3.72%,-15.47%,-31.84%
817,CanYaCoin,CAN,692.59 백만,14.98,46.23 백만*,20.03 백만,-0.17%,-2.63%,-34.56%
818,UChain,UCN,692.26 백만,2.31,300.27 백만*,182.14 백만,-1.95%,-3.36%,-25.67%
819,Blue Protocol,BLUE,690.82 백만,18.85,36.65 백만*,64.89 백만,-8.25%,-10.25%,-7.68%
820,EDRCoin,EDRC,690.62 백만,242.29,2.85 백만*,16.95 백만,-1.21%,-2.09%,4.80%
821,Rate3,RTE,687.96 백만,1.6,428.99 백만*,80.22 백만,-2.42%,-10.56%,-30.45%
822,HeroNode,HER,684.81 백만,0.722292,948.10 백만*,15.01 백만,-7.60%,-6.52%,-34.23%
823,Block Array,ARY,682.16 백만,9.97,68.43 백만*,30.01 백만,-2.36%,-6.44%,-5.80%
824,BitRent,RNTB,676.94 백만,0.804221,841.74 백만*,7.83 백만,-4.29%,-4.54%,-34.58%
825,Internxt,INXT,676.68 백만,1074.76,629.61 천*,16.83 백만,-1.43%,-1.85%,-23.94%
826,Bettex Coin,BTXC,675.27 백만,159.35,4.24 백만,41.62 백만,-1.63%,-5.95%,-25.54%
827,Zilla,ZLA,672.26 백만,15.83,42.47 백만*,20.28 백만,-2.28%,-4.93%,-18.46%
828,AiLink Token,ALI,666.03 백만,0.320434,2.08 십억*,89.18 백만,-6.02%,-10.76%,-37.87%
829,CoinFi,COFI,664.09 백만,3.76,176.43 백만*,4.22 백만,-3.03%,-12.43%,-9.26%
830,ATMChain,ATM,661.68 백만,0.141982,4.66 십억*,745.93 천,-1.90%,-59.79%,5.08%
831,Clipper Coin,CCCX,658.99 백만,0.418377,1.58 십억*,8.04 백만,-2.17%,-2.90%,-6.39%
832,HEROcoin,PLAY,657.03 백만,5.27,124.70 백만*,37.72 백만,-2.06%,-11.82%,-7.62%
833,SRCOIN,SRCOIN,654.87 백만,0.129624,5.05 십억*,9.07 백만,-13.06%,18.31%,12.27%
834,FintruX Network,FTX,648.93 백만,7.63,85.00 백만*,1.90 백만,-1.36%,-3.83%,-29.64%
835,PikcioChain,PKC,646.48 백만,15.29,42.27 백만*,1.07 백만,-3.34%,-7.31%,-30.67%
836,LikeCoin,LIKE,646.35 백만,1.36,473.58 백만*,23.66 백만,-2.28%,-2.77%,-6.28%
837,Ergo,EFYT,643.69 백만,1620.17,397.30 천*,1.62 백만,-2.06%,-4.78%,-10.73%
838,TransferCoin,TX,642.85 백만,94.78,6.78 백만*,93.06 백만,-3.14%,-1.29%,-11.83%
839,Ryo Currency,RYO,638.86 백만,78.72,8.12 백만,3.12 백만,-5.72%,-20.30%,-18.66%
840,Helium,HLM,638.85 백만,70.81,9.02 백만,1.17 백만,-10.44%,-4.20%,-58.83%
841,Worldcore,WRC,637.57 백만,3.58,178.10 백만*,6.11 백만,-0.70%,-3.38%,-17.24%
842,Swisscoin,SIC,633.17 백만,0.077532,8.17 십억,4.66 백만,-1.68%,-35.98%,-42.65%
843,DOWCOIN,DOW,629.26 백만,140.46,4.48 백만*,850.54 천,20.91%,-0.17%,-20.21%
844,Zippie,ZIPT,625.98 백만,2.67,234.56 백만*,746.28 천,10.77%,34.45%,20.62%
845,Bela,BELA,620.14 백만,15.93,38.92 백만*,1.01 백만,-2.17%,-0.92%,1.68%
846,Bethereum,BETHER,616.08 백만,2.17,284.02 백만*,2.59 백만,-3.21%,-8.42%,-29.72%
847,SkinCoin,SKIN,613.32 백만,6.96,88.18 백만*,5.87 백만,-3.38%,-1.96%,10.38%
848,JET8,J8T,610.95 백만,1.01,604.39 백만*,33.10 백만,-2.40%,-7.20%,-21.31%
849,ZCore,ZCR,605.24 백만,251.86,2.40 백만,21.36 백만,-1.13%,0.76%,4.34%
850,Privatix,PRIX,605.17 백만,511.7,1.18 백만*,2.47 백만,-1.69%,-3.91%,-22.43%
851,Aphelion,APH,602.85 백만,12.06,50.00 백만*,33.46 백만,-0.95%,-21.54%,57.55%
852,Sp8de,SPX,601.42 백만,0.077266,7.78 십억*,116.63 백만,-2.99%,-3.65%,12.09%
853,Eristica,ERT,596.54 백만,3.56,167.49 백만*,1.51 백만,10.16%,-4.09%,-22.09%
854,BiblePay,BBP,587.31 백만,0.508873,1.15 십억,2.24 백만,-1.66%,-0.05%,21.58%
855,MTC Mesh Network,MTC,580.92 백만,2.02,287.47 백만*,13.63 백만,-3.23%,-7.34%,3.75%
856,Thrive Token,THRT,580.66 백만,5.63,103.18 백만*,41.27 백만,-1.86%,-2.56%,-7.07%
857,Relex,RLX,578.72 백만,0.434528,1.33 십억*,31.11 백만,-2.08%,-64.49%,-50.99%
858,BitClave,CAT,576.61 백만,1.15,501.39 백만*,727.14 천,-3.78%,-7.49%,-15.47%
859,LiteDoge,LDOGE,576.05 백만,0.038047,15.14 십억*,796.21 천,-23.72%,-6.83%,-50.06%
860,VeriumReserve,VRM,575.65 백만,299.59,1.92 백만,599.99 천,-1.68%,-2.28%,-13.93%
861,HeartBout,HB,572.46 백만,10.76,53.20 백만*,113.34 백만,0.27%,-9.22%,-20.59%
862,Pareto Network,PARETO,571.74 백만,1.75,327.59 백만*,1.99 백만,-4.72%,-11.03%,-27.21%
863,Daneel,DAN,571.41 백만,13.61,41.99 백만*,7.50 백만,-1.91%,-2.98%,-27.14%
864,Thingschain,TIC,569.72 백만,0.049779,11.45 십억*,12.12 백만,-3.03%,16.64%,-26.49%
865,Matryx,MTX,568.01 백만,24.46,23.22 백만*,115.81 백만,-12.80%,-1.43%,-15.99%
866,Bounty0x,BNTY,565.94 백만,3.04,186.30 백만*,1.64 백만,0.87%,-9.10%,-11.84%
867,Traceability ...,TAC,563.54 백만,1.5,374.95 백만*,20.35 백만,-3.74%,-6.60%,-24.14%
868,Faceter,FACE,562.06 백만,1.19,470.62 백만*,4.01 백만,-2.27%,-5.33%,-16.20%
869,Giant,GIC,554.61 백만,202.99,2.73 백만,7.86 백만,-1.08%,-8.88%,-12.15%
870,SURETY,SURE,549.01 백만,10.03,54.76 백만*,934.17 천,-2.88%,-4.17%,1775.82%
871,Lethean,LTHN,541.17 백만,1.16,465.00 백만,2.29 백만,-3.77%,-12.57%,-21.52%
872,InterValue,INVE,539.87 백만,5.56,97.03 백만*,216.34 백만,-0.79%,-29.70%,-26.15%
873,Menlo One,ONE,536.51 백만,1.79,300.40 백만*,5.90 백만,-8.09%,-13.97%,-56.03%
874,FedoraCoin,TIPS,536.40 백만,0.002527,212.27 십억,7.27 백만,-3.05%,-1.59%,-23.94%
875,Denarius,D,535.62 백만,128.4,4.17 백만,836.87 천,-1.69%,-2.19%,-18.19%
876,Terracoin,TRC,529.46 백만,23.08,22.94 백만,1.96 백만,-1.54%,-3.52%,-13.70%
877,Credit Tag Chain,CTC,522.33 백만,12.49,41.81 백만,59.62 백만,-2.90%,-0.13%,-26.29%
878,BetterBetting,BETR,519.01 백만,3.04,170.70 백만*,121.56 백만,2.21%,-23.56%,-31.74%
879,NuBits,USNBT,518.91 백만,47.25,10.98 백만*,329.23 백만,-0.94%,1.72%,-8.49%
880,TrakInvest,TRAK,518.32 백만,6.18,83.93 백만*,68.23 백만,-3.00%,-6.71%,-29.00%
881,LALA World,LALA,515.53 백만,2.68,192.49 백만*,11.11 백만,-1.53%,-1.17%,-17.86%
882,FREE Coin,FREE,513.03 백만,0.000134,3.83 조*,7.52 백만,-0.38%,-30.28%,-98.73%
883,Woodcoin,LOG,512.41 백만,63.77,8.04 백만,7.85 백만,-1.69%,-4.89%,-41.24%
884,Trittium,TRTT,511.50 백만,4.99,102.61 백만*,696.80 천,-1.70%,-4.98%,-23.01%
885,White Standard,WSD,510.31 백만,1161.38,439.40 천*,28.05 백만,0.23%,3.52%,-3.22%
886,XcelToken,XCEL,508.41 백만,6.88,73.86 백만*,31.59 백만,4.67%,0.09%,2.26%
887,EncryptoTel [...,ETT,505.80 백만,8.14,62.13 백만*,10.50 백만,-4.71%,-10.64%,-14.15%
888,Profile Utili...,PUT,505.20 백만,11.15,45.29 백만*,117.36 백만,-7.87%,-4.36%,-27.92%
889,Bob's Repair,BOB,502.20 백만,6.41,78.29 백만*,309.78 백만,-2.25%,-13.07%,-24.44%
890,Akroma,AKA,497.57 백만,27.93,17.81 백만,5.50 백만,-2.16%,2.26%,-12.94%
891,MyWish,WISH,494.98 백만,25.12,19.70 백만*,15.54 백만,-1.69%,2.00%,-9.97%
892,Social Send,SEND,484.49 백만,12.53,38.68 백만*,4.64 백만,-3.76%,7.61%,-34.28%
893,Argentum,ARG,482.47 백만,45.14,10.69 백만,2.52 백만,-0.39%,23.90%,0.89%
894,Adelphoi,ADL,479.26 백만,23.13,20.72 백만*,1.66 백만,-1.69%,-14.80%,-52.56%
895,JSECOIN,JSE,475.39 백만,1.07,443.48 백만*,824.95 천,-16.62%,-17.71%,-43.27%
896,smARTOFGIVING,AOG,472.75 백만,99.45,4.75 백만*,1.49 백만,-3.18%,-4.60%,19.94%
897,Nexium,NXC,471.83 백만,7.09,66.51 백만*,1.09 백만,-3.78%,-6.02%,-9.39%
898,BoutsPro,BOUTS,470.28 백만,6.14,76.62 백만*,13.62 백만,-10.60%,-5.92%,0.04%
899,Fire Lotto,FLOT,466.95 백만,22.25,20.98 백만*,58.45 백만,-3.47%,-4.17%,-9.36%
900,CryptoCarbon,CCRB,462.99 백만,18.75,24.69 백만*,32.57 백만,-1.27%,-4.11%,-16.58%
901,MedicCoin,MEDIC,462.74 백만,2.01,229.83 백만,10.40 백만,-1.90%,-6.55%,-12.39%
902,Tokenbox,TBX,462.20 백만,40.57,11.39 백만*,9.40 백만,-2.92%,-4.92%,-20.48%
903,Guaranteed Et...,GETX,460.82 백만,1.54,300.00 백만* ,8.60 백만,-5.06%,-5.38%,5.24%
904,Karbo,KRB,460.63 백만,67.18,6.86 백만,755.72 천,-1.14%,-1.63%,-12.80%
905,GoldMint,MNTP,452.17 백만,236.12,1.91 백만*,4.08 백만,-1.42%,-4.55%,-23.63%
906,IDEX Membership,IDXM,451.49 백만,225743,2.00 천*,1.16 백만,-2.83%,-4.87%,-26.31%
907,HOLD,HOLD,444.40 백만,0.630519,704.82 백만*,81.69 백만,-7.11%,-20.40%,-36.59%
908,eBoost,EBST,442.71 백만,22.14,20.00 백만*,3.25 백만,-1.67%,-4.70%,-12.15%
909,Rentberry,BERRY,442.34 백만,1.47,301.43 백만*,2.28 백만,-1.90%,-4.60%,-23.37%
910,Elixir,ELIX,442.29 백만,13.04,33.92 백만*,4.41 백만,-3.76%,-14.29%,-26.37%
911,Pundi X NEM,NPXSXEM,441.36 백만,0.430958,1.02 십억*,999.11 백만,-2.13%,-6.25%,-18.92%
912,DopeCoin,DOPE,441.28 백만,3.78,116.85 백만*,1.58 백만,-3.71%,-7.54%,-19.45%
913,CannabisCoin,CANN,440.31 백만,5.7,77.23 백만,3.89 백만,-1.62%,-5.97%,-14.19%
914,Travelflex,TRF,433.55 백만,5.49,78.91 백만*,19.22 백만,-3.12%,-7.44%,-13.59%
915,Indorse Token,IND,429.23 백만,11.56,37.14 백만*,17.58 백만,-2.02%,-3.45%,-14.33%
916,Etheera,ETA,428.95 백만,0.073227,5.86 십억*,2.64 백만,-1.68%,-2.99%,-40.04%
917,Sumokoin,SUMO,427.15 백만,49.64,8.60 백만,2.50 백만,-1.30%,-5.85%,-16.12%
918,Apollon,XAP,425.64 백만,3.25,130.91 백만,1.78 백만,-2.27%,-12.98%,-19.20%
919,SnowGem,XSG,419.01 백만,41.76,10.03 백만,108.80 백만,-1.67%,-6.44%,-20.61%
920,Wixlar,WIX,417.63 백만,27.21,15.35 백만*,6.25 백만,113.72%,-20.36%,-27.19%
921,Dinastycoin,DCY,417.51 백만,0.231862,1.80 십억,40.76 백만,-6.74%,122.36%,115.41%
922,DPRating,RATING,413.09 백만,0.188584,2.19 십억*,81.45 백만,-2.37%,-5.13%,-19.65%
923,iEthereum,IETH,412.15 백만,22.92,17.98 백만*,610.51 천,-1.90%,-9.51%,-2.72%
924,Utrum,OOT,406.49 백만,12.55,32.40 백만*,16.15 백만,-0.50%,-1.61%,-16.87%
925,Coin Lion,LION,404.16 백만,12.54,32.23 백만*,1.41 백만,-2.99%,-14.74%,-39.22%
926,FSBT API Token,FSBT,401.24 백만,114.33,3.51 백만*,1.78 십억,-1.62%,0.27%,-15.14%
927,Stipend,SPD,399.16 백만,41.75,9.56 백만,1.10 백만,-1.67%,-3.61%,-27.81%
928,Kora Network ...,KNT,398.58 백만,1.33,300.00 백만*,29.65 백만,11.55%,-2.04%,-29.27%
929,MNPCoin,MNP,393.71 백만,179.61,2.19 백만,995.74 천,-1.68%,4.38%,-26.89%
930,RefToken,REF,390.32 백만,523.26,745.93 천*,26.51 백만,-4.74%,-8.57%,-15.17%
931,QuadrantProtocol,EQUAD,388.29 백만,1.3,299.66 백만*,101.97 백만,-1.43%,-6.47%,-
932,GenesisX,XGS,388.16 백만,69.08,5.62 백만,897.19 천,-1.59%,-4.32%,-32.24%
933,Proton Token,PTT,386.80 백만,0.195538,1.98 십억*,86.98 백만,-3.23%,-6.21%,-17.75%
934,Vivid Coin,VIVID,378.83 백만,96.09,3.94 백만,3.69 백만,-17.57%,7.96%,27.48%
935,IQeon,IQN,377.43 백만,139.02,2.72 백만*,1.13 백만,-1.91%,-1.66%,-3.76%
936,eBitcoin,EBTC,376.92 백만,19.95,18.90 백만*,1.46 백만,-10.51%,-15.40%,18.97%
937,AdHive,ADH,374.31 백만,3.34,111.92 백만*,37.76 백만,-1.93%,-17.21%,-41.54%
938,Kryll,KRL,371.12 백만,31.21,11.89 백만*,21.47 백만,-2.36%,-4.00%,-14.09%
939,XMCT,XMCT,368.42 백만,3.82,96.43 백만*,106.13 백만,-1.50%,-0.62%,-8.82%
940,Bitzeny,ZNY,366.91 백만,4.85,75.61 백만,2.96 백만,-9.11%,-22.86%,23.76%
941,BitCoen,BEN,366.37 백만,52.34,7.00 백만*,5.99 백만,-0.40%,-2.13%,-22.49%
942,Universal Cur...,UNIT,364.41 백만,23.16,15.74 백만,13.13 백만,-1.37%,-5.93%,-9.90%
943,NobleCoin,NOBL,364.23 백만,0.155065,2.35 십억,992.08 천,-1.68%,-3.97%,-20.88%
944,Ethereum Meta,ETHM,361.72 백만,4.11,88.02 백만*,2.79 백만,-1.68%,6.04%,-15.29%
945,Pluton,PLU,360.39 백만,423.99,850.00 천*,10.03 백만,-1.77%,-4.76%,0.97%
946,Neutron,NTRN,356.77 백만,9.12,39.12 백만*,1.20 백만,-3.14%,-9.25%,-30.29%
947,VeriME,VME,354.04 백만,2.03,174.59 백만*,609.21 천,9.52%,-5.94%,8.86%
948,Maverick Chain,MVC,349.85 백만,3.33,104.94 백만*,20.31 백만,-0.02%,-4.41%,-15.62%
949,SnodeCoin,SND,349.51 백만,40.05,8.73 백만*,10.68 백만,-5.74%,-14.95%,-35.65%
950,bitJob,STU,348.95 백만,4.86,71.80 백만*,8.12 백만,-3.31%,-3.77%,-47.97%
951,Bonpay,BON,348.94 백만,30.91,11.29 백만*,15.50 백만,0.42%,-0.10%,-6.24%
952,MetaMorph,METM,348.54 백만,5.21,66.86 백만*,18.35 백만,1.49%,-7.01%,-31.48%
953,CarTaxi Token,CTX,347.70 백만,8.71,39.93 백만*,8.19 백만,-2.31%,7.79%,20.79%
954,SkyHub Coin,SHB,345.98 백만,1986.48,174.17 천,33.33 백만,-0.59%,-7.28%,40.88%
955,Repme,RPM,343.58 백만,0.009486,36.22 십억*,70.12 백만,-3.78%,-6.77%,-45.04%
956,CROAT,CROAT,343.25 백만,6.12,56.04 백만,3.93 백만,86.36%,206.73%,311.90%
957,Skeincoin,SKC,341.82 백만,25.27,13.53 백만,798.27 천,-1.69%,16.30%,5.28%
958,ClearCoin,XCLR,339.70 백만,0.643519,527.87 백만*,1.23 백만,-1.68%,31.73%,29.08%
959,ShareX,SEXC,338.07 백만,0.523724,645.52 백만*,1.01 백만,-15.03%,-5.50%,-21.26%
960,FUTURAX,FTXT,336.66 백만,0.09883,3.41 십억*,4.61 백만,-2.92%,0.08%,-23.65%
961,ATBCoin,ATB,332.27 백만,7.9,42.04 백만,4.11 십억,-1.29%,-2.70%,4.66%
962,Kalkulus,KLKS,330.97 백만,24.07,13.75 백만,16.40 백만,-4.87%,-29.35%,7.72%
963,Pylon Network,PYLNT,325.14 백만,829.71,391.87 천*,44.29 백만,-1.68%,-10.72%,-10.67%
964,Sapien,SPN,324.28 백만,1.61,201.38 백만*,13.36 백만,-6.81%,-13.79%,-38.26%
965,Oceanlab,OCL,322.19 백만,6.93,46.50 백만*,2.61 백만,1.09%,3.12%,-9.91%
966,Cpollo,CPLO,320.66 백만,0.039337,8.15 십억*,4.07 백만,-1.71%,-2.74%,-42.56%
967,Parkgene,GENE,319.98 백만,1.09,294.76 백만*,22.84 백만,-1.89%,-13.35%,-6.79%
968,Nullex,NLX,318.29 백만,7.86,40.48 백만,1.31 백만,-6.05%,-7.02%,-26.93%
969,The ChampCoin,TCC,315.12 백만,1.85,170.62 백만,9.67 백만,-2.51%,-4.36%,-13.72%
970,Penguin Coin,PENG,313.58 백만,0.054712,5.73 십억,10.10 백만,-1.85%,26.38%,-19.04%
971,Monoeci,XMCC,312.51 백만,38.14,8.19 백만,773.92 천,-3.49%,-5.56%,-33.90%
972,WandX,WAND,310.62 백만,25.37,12.24 백만*,1.13 백만,-2.89%,-15.88%,-27.83%
973,CoinToGo,2GO,310.27 백만,76.21,4.07 백만,10.74 백만,-1.68%,1.10%,31.19%
974,Bigbom,BBO,309.92 백만,0.916958,337.98 백만*,190.52 백만,-4.20%,-4.94%,-26.51%
975,Freyrchain,FREC,309.57 백만,0.619134,500.00 백만*,172.89 백만,-1.55%,-5.32%,-18.65%
976,StarterCoin,STAC,306.96 백만,1.09,282.41 백만*,1.25 백만,-2.99%,40.13%,10.82%
977,HunterCoin,HUC,305.82 백만,12.87,23.76 백만,2.62 백만,-2.85%,-5.87%,-29.39%
978,Paymon,PMNT,304.44 백만,0.498081,611.23 백만*,2.17 백만,-1.70%,6.46%,-15.31%
979,Bodhi [ETH],BOE,299.83 백만,20.41,14.69 백만*,15.35 백만,-2.36%,-3.69%,-7.09%
980,Rupee,RUP,297.41 백만,11.61,25.61 백만,4.17 백만,-12.37%,-21.30%,-14.50%
981,EtherGem,EGEM,297.04 백만,19.63,15.13 백만,3.31 백만,-4.43%,2.65%,-5.23%
982,Auctus,AUC,296.46 백만,17.39,17.05 백만*,4.82 백만,-2.91%,-11.15%,-40.54%
983,Leadcoin,LDC,290.41 백만,0.370228,784.40 백만 *,16.38 백만,-1.74%,-2.31%,-8.50%
984,Galactrum,ORE,287.26 백만,106.74,2.69 백만,617.61 천,-1.69%,1.08%,-17.82%
985,Jury.Online T...,JOT,286.79 백만,31.79,9.02 백만*,30.77 백만,-2.47%,-3.12%,-3.90%
986,Naviaddress,NAVI,282.23 백만,1.16,242.55 백만*,63.94 백만,-1.79%,-4.90%,-18.34%
987,Quantis Network,QUAN,281.06 백만,84.81,3.31 백만,2.50 백만,6.50%,-7.38%,-14.61%
988,RealChain,RCT,280.82 백만,0.81188,345.88 백만*,274.03 백만,-2.99%,-4.30%,-20.14%
989,AB-Chain RTB,RTB,279.13 백만,18.57,15.03 백만*,3.59 백만,-2.09%,-1.09%,-9.82%
990,SoMee.Social,ONG,276.81 백만,6.7,41.34 백만*,2.48 백만,-2.68%,-15.46%,-45.75%
991,EverGreenCoin,EGC,275.43 백만,20.03,13.75 백만,850.22 천,-1.72%,-3.92%,-12.09%
992,SportyCo,SPF,274.71 백만,5.17,53.19 백만*,41.31 백만,-1.77%,-5.38%,-23.43%
993,Octoin Coin,OCC,273.34 백만,672.22,406.63 천*,1.98 십억,1.56%,-3.99%,3.97%
994,Castle,CSTL,261.75 백만,23.1,11.33 백만,9.88 백만,-1.69%,9.21%,-24.00%
